name,position,team,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW
Jake Vokins,DEF,Southampton,380,20,4,0,False,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1297,97615,8750,10047,3
Jamaal Lascelles,DEF,Newcastle,328,26,17,2,False,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,13,15.8,0.5,0.0,1.6,45,-33644,231900,13383,47027,3
Jamal Lewis,DEF,Newcastle,513,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,21,0,0,0,0,0,0,0,1,0,0,0,-1,0.0,0.2,0.0,0.0,45,-49564,195388,22304,71868,3
James Bree,DEF,Aston Villa,43,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-97,645,9655,9752,3
James Garner,MID,Man Utd,317,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-370,6551,676,1046,3
James Justin,DEF,Leicester,239,24,12,1,False,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,2,0,0,0,0,0,0,0,10,25.0,0.8,2.0,2.8,47,300017,1435891,416733,116716,3
James Maddison,MID,Leicester,231,24,12,10,False,2020-09-27T15:30:00Z,2,5,3,21,1,1,0,1,0,0,0,0,0,0,1,28,33.4,0.3,9.0,4.3,70,-14665,99505,9206,23871,3
James McArthur,MID,Crystal Palace,130,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,87,0,0,0,2,0,0,0,1,0,0,0,8,17.8,12.7,2.0,3.3,55,-1568,13693,858,2426,3
James McCarthy,MID,Crystal Palace,131,21,7,2,True,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,16,18.2,13.9,8.0,4.0,45,17622,196339,51329,33707,3
James Milner,MID,Liverpool,241,23,1,1,True,2020-09-28T19:00:00Z,3,1,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0.8,0.6,0.0,0.1,54,-2086,11446,458,2544,3
James Rodríguez,MID,Everton,508,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,85,0,0,0,1,0,0,0,0,0,0,0,16,14.4,41.7,25.0,8.1,76,682098,1747659,806071,123973,3
James Tarkowski,DEF,Burnley,81,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-91242,256219,1213,92455,3
James Tomkins,DEF,Crystal Palace,129,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-83,494,26,109,3
James Ward-Prowse,MID,Southampton,370,20,4,3,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,16,11.4,5.1,0.0,1.7,59,-54820,195769,6038,60858,3
Jamie Shackleton,MID,Leeds,210,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-579,3001,211,790,3
Jamie Vardy,FWD,Leicester,224,24,12,17,False,2020-09-27T15:30:00Z,2,5,3,84,3,0,0,2,0,0,0,0,0,0,3,82,105.2,0.5,71.0,17.7,100,-247620,1345440,71441,319061,3
Jannik Vestergaard,DEF,Southampton,369,20,4,6,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,27,32.4,0.9,0.0,3.3,45,-5509,32864,919,6428,3
Jan Bednarek,DEF,Southampton,376,20,4,8,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,2,28,25.8,0.1,4.0,3.0,45,-27904,147219,1959,29863,3
Japhet Tanganga,DEF,Spurs,402,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1385,4221,76,1461,3
Jarrad Branthwaite,DEF,Everton,170,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-53401,165524,10375,63776,3
Jarrod Bowen,MID,West Ham,445,28,20,15,True,2020-09-27T18:00:00Z,4,0,3,87,2,0,1,0,0,0,0,0,0,0,2,44,68.6,1.0,45.0,11.5,63,-21471,46385,1473,22944,3
Jason Steele,GK,Brighton,528,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,11160,27517,16637,5477,3
Javier Manquillo,DEF,Newcastle,332,26,17,2,False,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,5.4,1.8,2.0,0.9,45,-1988,28698,2388,4376,3
Jay-Roy Grot,MID,Leeds,207,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-343,2578,252,595,3
Jayden Bogle,DEF,Sheffield Utd,510,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1176,6912,225,1401,3
Jayson Molumby,MID,Brighton,550,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,3
Jay Rodriguez,FWD,Burnley,86,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-13928,38598,1934,15862,3
Jean Michaël Seri,MID,Fulham,189,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1747,5992,510,2257,3
Jean-Philippe Gbamin,MID,Everton,161,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13,137,30,43,3
Jed Steer,GK,Aston Villa,32,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,9160,373969,39054,29894,3
Jeffrey Schlupp,MID,Crystal Palace,142,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,4620,12769,6820,2200,3
Jeff Hendrick,MID,Newcastle,485,26,17,2,False,2020-09-27T13:00:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,8,3.4,0.7,1.0,0.5,50,-2484,284007,76965,79449,3
Jesse Lingard,MID,Man Utd,301,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-2884,14109,831,3715,3
Jimmy Dunne,DEF,Burnley,519,20,16,2,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,13,8.4,10.3,8.0,2.7,40,286176,385347,332636,46460,3
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,340,26,17,1,False,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,6,8.8,6.2,0.0,1.5,59,-5887,19628,844,6731,3
Joel Matip,DEF,Liverpool,246,23,1,0,True,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-10463,21747,495,10958,3
Joel Ward,DEF,Crystal Palace,134,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,1,1.4,1.6,0.0,0.3,45,812,132085,19555,18743,3
Joe Bryan,DEF,Fulham,182,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,90,0,0,0,3,0,0,0,1,0,0,0,15,21.4,25.4,20.0,6.7,50,-4217,58092,5221,9438,3
Joe Hart,GK,Spurs,482,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-5316,59018,1169,6485,3
Johann Berg Gudmundsson,MID,Burnley,90,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-1643,3728,9651,11294,3
John Egan,DEF,Sheffield Utd,353,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-389862,493796,4111,393973,3
John Fleck,MID,Sheffield Utd,346,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-6034,27408,1709,7743,3
John Lundstram,MID,Sheffield Utd,355,25,10,2,True,2020-09-27T11:00:00Z,0,1,3,63,0,0,1,0,0,0,0,1,0,0,0,4,17.8,52.3,31.0,10.1,54,-156719,547478,9129,165848,3
John McGinn,MID,Aston Villa,38,22,8,10,False,2020-09-28T16:45:00Z,0,3,3,90,0,2,1,0,0,0,0,1,0,0,2,35,45.0,55.4,31.0,13.1,55,-2945,32594,1806,4751,3
John Ruddy,GK,Wolves,453,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1475,22784,498,1973,3
John Stones,DEF,Man City,273,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,7191,42615,12556,5365,3
Jonas Lössl,GK,Everton,151,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1064,10730,310,1374,3
Jonathan Castro Otto,DEF,Wolves,462,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-481,2194,115,596,3
Jonathan Leko,MID,West Brom,420,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-363,3164,333,696,3
Jonjoe Kenny,DEF,Everton,160,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2206,12687,1078,3284,3
Jonjo Shelvey,MID,Newcastle,321,26,17,1,False,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,5,5.0,15.2,8.0,2.8,55,-3465,20570,804,4269,3
Jonny Evans,DEF,Leicester,219,24,12,2,False,2020-09-27T15:30:00Z,2,5,3,79,0,0,0,1,0,0,0,0,0,0,0,6,12.4,0.2,0.0,1.3,55,553,9235,1668,1115,3
Jordan Ayew,FWD,Crystal Palace,140,21,7,2,True,2020-09-26T14:00:00Z,1,2,3,81,0,0,0,2,0,0,0,0,0,0,0,3,6.0,2.2,2.0,1.0,59,-57984,320684,23450,81434,3
Jordan Henderson,MID,Liverpool,244,23,1,0,True,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-53638,120989,2080,55718,3
Jordan Hugill,FWD,West Ham,444,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-59,603,75,134,3
Jordan Pickford,GK,Everton,157,21,6,2,False,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,1,0,0,0,0,0,0,0,8,3.8,0.0,0.0,0.4,50,1562,642875,88498,86936,3
Jordan Stevens,MID,Leeds,212,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-17517,80786,6025,23542,3
Jorge Luiz Frello Filho,MID,Chelsea,105,27,18,0,False,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,88001,453345,173083,85082,3
Joseph Gomez,DEF,Liverpool,260,23,1,2,True,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,1,0,0,0,0,0,0,0,19,17.0,12.1,0.0,2.9,54,-88926,194079,6894,95820,3
Joseph Willock,MID,Arsenal,20,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-943,6446,528,1471,3
Josh Benson,MID,Burnley,535,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,418,727,556,138,3
Josh Brownhill,MID,Burnley,98,20,16,2,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,8.2,10.0,36.0,5.4,50,254,3197,735,481,3
Josh Onomah,MID,Fulham,188,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2284,10371,499,2783,3
Josh Sims,MID,Southampton,374,20,4,0,False,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-501,13136,1612,2113,3
José Diogo Dalot Teixeira,DEF,Man Utd,314,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-641,3871,107,748,3
José Ignacio Peleteiro Romallo,MID,Aston Villa,34,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1307,6739,410,1717,3
José Izquierdo,MID,Brighton,72,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-9,161,9654,9663,3
João Filipe Iria Santos Moutinho,MID,Wolves,454,28,19,2,False,2020-09-27T18:00:00Z,4,0,3,73,0,0,0,3,0,0,0,0,0,0,0,12,5.4,17.6,9.0,3.2,55,-24959,175590,7497,32456,3
João Pedro Cavaco Cancelo,DEF,Man City,277,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-20635,45106,3709,24344,3
João Virgínia,GK,Everton,167,21,6,0,False,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-542,6035,127,669,3
Joël Veltman,DEF,Brighton,67,19,13,0,True,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-4280,17976,733,5013,3
Juan Foyth,DEF,Spurs,406,26,14,0,True,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1270,9281,441,1711,3
Juan Mata,MID,Man Utd,290,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,-1553,8065,361,1914,3
Kai Havertz,MID,Chelsea,500,27,18,5,False,2020-09-26T16:30:00Z,3,3,3,90,0,1,0,3,0,0,0,0,0,0,0,20,33.2,28.9,32.0,9.4,84,-78935,601436,132850,211785,3
Kalvin Phillips,MID,Leeds,204,25,15,2,False,2020-09-27T11:00:00Z,0,1,3,90,0,0,1,0,0,0,0,1,0,0,0,22,24.2,65.8,0.0,9.0,50,-11953,237705,35925,47878,3
Kamil Grosicki,MID,West Brom,410,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2094,4450,69,2163,3
Kamil Miazek,GK,Leeds,208,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3806,153094,6795,10601,3
Karl Darlow,GK,Newcastle,325,26,17,8,False,2020-09-27T13:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,11,3,34,75.6,0.0,0.0,7.6,50,-3469,31277,13018,16487,3
Kasper Schmeichel,GK,Leicester,217,24,12,2,False,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,2,0,0,0,0,0,3,0,15,22.8,0.0,0.0,2.3,55,-79924,875801,28607,108531,3
Keinan Davis,FWD,Aston Villa,50,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-74542,1015076,136592,211134,3
Kelechi Iheanacho,FWD,Leicester,233,24,12,1,False,2020-09-27T15:30:00Z,2,5,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,58,-9684,28947,1230,10914,3
Kelland Watts,DEF,Newcastle,342,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1451,19290,1227,2678,3
Kenneth Zohore,FWD,West Brom,416,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1824,4899,268,2092,3
Kenny Tete,DEF,Fulham,517,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,38,0,0,0,2,0,0,0,0,0,0,0,7,14.4,33.9,2.0,5.0,45,2116,13207,4511,2395,3
Kepa Arrizabalaga,GK,Chelsea,112,27,18,0,False,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-12338,133908,23297,35635,3
Kevin De Bruyne,MID,Man City,272,24,9,2,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,13,10.4,42.5,10.0,6.3,116,732522,2937597,817530,85008,3
Kevin Long,DEF,Burnley,85,20,16,2,True,2020-09-26T19:00:00Z,0,1,3,90,0,0,0,1,0,0,0,0,0,0,0,12,24.6,0.5,4.0,2.9,45,-584,15661,1496,2080,3
Kevin McDonald,MID,Fulham,172,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-851,3679,204,1055,3
Ki-Jana Hoever,DEF,Wolves,545,28,19,1,False,2020-09-27T18:00:00Z,4,0,3,17,0,0,0,1,0,0,0,0,0,0,0,5,4.6,15.2,2.0,2.2,45,463,911,699,236,3
Kieran Gibbs,DEF,West Brom,407,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-19737,26973,216,19953,3
Kieran Tierney,DEF,Arsenal,17,23,11,1,False,2020-09-28T19:00:00Z,3,1,3,90,0,0,0,3,0,0,0,0,0,0,0,16,28.2,0.7,0.0,2.9,55,-248129,518268,7001,255130,3
Konstantinos Tsimikas,DEF,Liverpool,242,23,1,0,True,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-322,3224,235,557,3
Kortney Hause,DEF,Aston Villa,39,22,8,0,False,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-615,5292,239,854,3
Kurt Zouma,DEF,Chelsea,110,27,18,0,False,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,33603,148022,52299,18696,3
Kyle Bartley,DEF,West Brom,412,27,5,7,True,2020-09-26T16:30:00Z,3,3,3,90,1,0,0,3,0,0,0,0,0,0,0,24,53.2,0.0,33.0,8.6,45,-1219,9129,440,1659,3
Kyle Edwards,MID,West Brom,421,27,5,0,True,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-346,2283,99,445,3
Kyle Walker-Peters,DEF,Southampton,375,20,4,6,False,2020-09-26T19:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,16,5.6,10.8,0.0,1.6,45,-34442,685330,75246,109688,3
Kyle Walker,DEF,Man City,270,24,9,0,True,2020-09-27T15:30:00Z,2,5,3,90,0,0,0,5,0,0,0,0,0,0,0,9,5.4,10.8,17.0,3.3,60,11411,401231,47840,36429,3
Leander Dendoncker,MID,Wolves,464,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-22046,119282,6918,28964,3
Leandro Trossard,MID,Brighton,69,19,13,1,True,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,3,0,0,0,1,0,0,0,-3,3.0,25.0,23.0,5.1,60,17274,71199,34630,17356,3
Leif Davis,DEF,Leeds,214,25,15,0,False,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-7571,88152,5387,12958,3
Leonardo Campana,FWD,Wolves,476,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1786,24856,3589,5375,3
Lewis Dunk,DEF,Brighton,62,19,13,-2,True,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,3,1,0,0,1,0,0,0,5,0.6,0.8,2.0,0.3,50,-14632,510370,30378,45010,3
Liam Cooper,DEF,Leeds,195,25,15,6,False,2020-09-27T11:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,0,25,29.0,0.4,4.0,3.3,44,1272,44778,9477,8205,3
Liam Delap,FWD,Man City,539,24,9,1,True,2020-09-27T15:30:00Z,2,5,3,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,45,22979,32011,29701,6722,3
Lucas Digne,DEF,Everton,155,21,6,6,False,2020-09-26T14:00:00Z,1,2,3,90,0,1,0,1,0,0,0,0,0,0,1,22,26.8,17.3,12.0,5.6,61,43922,965634,160549,116627,3
Lucas Rodrigues Moura da Silva,MID,Spurs,392,26,14,9,True,2020-09-27T13:00:00Z,1,1,3,78,1,0,1,0,0,0,0,0,0,0,1,26,39.4,19.9,82.0,14.1,69,-25581,125870,6308,31889,3
Lucas Torreira,MID,Arsenal,19,23,11,0,False,2020-09-28T19:00:00Z,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2285,13789,1248,3533,3
Lukasz Fabianski,GK,West Ham,431,28,20,7,True,2020-09-27T18:00:00Z,4,0,3,90,0,0,1,0,0,0,0,0,0,3,0,26,14.8,0.0,0.0,1.5,50,-9710,94599,2515,12225,3
Luka Milivojevic,MID,Crystal Palace,138,21,7,0,True,2020-09-26T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-12339,41247,1443,13782,3
Luke Ayling,DEF,Leeds,197,25,15,7,False,2020-09-27T11:00:00Z,0,1,3,90,0,0,1,0,0,0,0,0,0,0,1,28,23.2,12.3,10.0,4.6,45,-26160,260991,22371,48531,3
Luke Freeman,MID,Sheffield Utd,477,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-9,400,72,81,3
Luke Shaw,DEF,Man Utd,300,19,3,1,False,2020-09-26T11:30:00Z,2,3,3,90,0,0,0,2,0,0,0,0,0,0,0,16,15.0,3.5,2.0,2.1,50,-3434,113514,17662,21096,3
Luke Thomas,DEF,Leicester,240,24,12,0,False,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-4224,18678,896,5120,3
Lys Mousset,FWD,Sheffield Utd,359,25,10,0,True,2020-09-27T11:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,59,-8115,10410,130,8245,3
Léo Bonatini,FWD,Wolves,463,28,19,0,False,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-6277,21853,2511,8788,3
Mace Goodridge,MID,Burnley,551,20,16,0,True,2020-09-26T19:00:00Z,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0,3
Mahmoud Ahmed Ibrahim Hassan,MID,Aston Villa,40,22,8,3,False,2020-09-28T16:45:00Z,0,3,3,83,0,0,1,0,0,0,0,0,0,0,0,16,12.6,1.3,26.0,4.0,55,-10476,82853,6683,17159,3
Mamadou Sakho,DEF,Crystal Palace,127,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,12,11.2,0.3,2.0,1.4,45,6181,15556,8132,1951,3
Manuel Lanzini,MID,West Ham,439,28,20,0,True,2020-09-27T18:00:00Z,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,-471,3676,330,801,3
Marcos Alonso,DEF,Chelsea,104,27,18,-1,False,2020-09-26T16:30:00Z,3,3,3,45,0,0,0,3,0,0,0,1,0,0,0,8,9.8,12.6,16.0,3.8,60,-5707,224535,19032,24739,3
Marcos Rojo,DEF,Man Utd,294,19,3,0,False,2020-09-26T11:30:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-748,4764,97,845,3
Marcus Bettinelli,GK,Fulham,183,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-862,3930,61,923,3
Marcus Rashford,MID,Man Utd,306,19,3,7,False,2020-09-26T11:30:00Z,2,3,3,90,1,0,0,2,0,0,0,0,0,0,0,21,36.6,14.5,39.0,9.0,95,-71554,380669,46907,118461,3
Marc Albrighton,MID,Leicester,221,24,12,0,False,2020-09-27T15:30:00Z,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-2087,12534,621,2708,3
Marek Rodák,GK,Fulham,186,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4978,32602,672,5650,3
Mario Lemina,MID,Fulham,493,22,2,0,True,2020-09-28T16:45:00Z,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-10112,61159,3646,13758,3
Mark Gillespie,GK,Newcastle,488,26,17,0,False,2020-09-27T13:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-525,6429,121,646,3
