player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,position_stat,season 
Martin Ødegaard,MID,Arsenal,Man City,2,False,2021-08-28,5,0,70,0,0,0,4,0,0,0,0,0,0,0,5,0.4,0.9,0.0,0.1,55,21632,38900,28376,6744,3,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.11680477857589724,0.11680477857589724,MC,2021
Mohamed Naser El Sayed Elneny,MID,Arsenal,Man City,1,False,2021-08-28,5,0,45,0,0,0,2,0,0,0,0,0,0,0,2,3.4,0.3,0.0,0.4,45,-4833,45705,2947,7780,3,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
David Raya Martin,GK,Brentford,Aston Villa,3,False,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,4,0,21,42.4,0.0,0.0,4.2,45,93003,431437,124503,31500,3,1160,1130,1150,1100,1100,1080,0,0.0,0.0,0,0,0.0,0.3187319934368133,0.3187319934368133,GK,2021
Sergi Canós,MID,Brentford,Aston Villa,2,False,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,0,0,10,8.4,1.2,26.0,3.6,55,29472,268454,77051,47579,3,1160,1130,1150,1100,1100,1080,2,0.09533028304576874,0.0,0,0,0.09533028304576874,0.17207704484462738,0.07674675434827805,MR,2021
N'Golo Kanté,MID,Chelsea,Liverpool,1,False,2021-08-28,1,1,45,0,0,0,1,0,0,0,0,0,0,0,10,9.8,11.3,0.0,2.1,49,-12587,269280,24016,36603,3,1350,1330,1330,1340,1350,1340,0,0.0,0.10192060470581056,1,0,0.0,0.3653942048549652,0.26347360014915466,MC,2021
Thiago Emiliano da Silva,DEF,Chelsea,Liverpool,1,False,2021-08-28,1,1,45,0,0,0,0,0,0,0,0,0,0,0,9,30.8,0.0,0.0,3.1,54,-42841,173055,3013,45854,3,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.12165787070989607,0.12165787070989607,Sub,2021
Marc Guéhi,DEF,Crystal Palace,West Ham,1,False,2021-08-28,2,2,90,0,0,0,2,0,0,0,0,0,0,0,12,20.0,0.7,27.0,4.8,45,-547,24959,1707,2254,3,1160,1110,1140,1110,1100,1060,2,0.8123229742050171,0.0,0,0,0.8123229742050171,0.5741896033287048,0.5741896033287048,DC,2021
Ferran Torres,MID,Man City,Arsenal,18,True,2021-08-28,5,0,90,2,1,1,0,0,0,0,0,0,0,2,51,82.4,16.2,69.0,16.8,70,-8283,156323,23995,32278,3,1350,1340,1350,1340,1360,1340,4,1.2472937107086182,0.021644435822963715,1,2,1.2472937107086182,1.7028326988220217,1.0449082851409912,FW,2021
Gabriel Fernando de Jesus,FWD,Man City,Arsenal,12,True,2021-08-28,5,0,60,1,1,1,0,0,0,0,0,0,0,3,53,61.8,60.7,39.0,16.2,85,62491,331920,95472,32981,3,1350,1340,1350,1340,1360,1340,1,0.6798266768455505,0.3199101090431213,4,1,0.6798266768455505,1.2402890920639038,0.4124565422534943,FWR,2021
João Pedro Cavaco Cancelo,DEF,Man City,Arsenal,6,True,2021-08-28,5,0,90,0,0,1,0,0,0,0,0,0,0,0,28,18.6,18.3,23.0,6.0,60,-5213,554340,37095,42308,3,1350,1340,1350,1340,1360,1340,1,0.597283124923706,0.0,0,0,0.597283124923706,1.9539953470230105,1.9539953470230105,DL,2021
Bamidele Alli,MID,Spurs,Watford,2,True,2021-08-29,1,0,90,0,0,1,0,0,0,0,1,0,0,0,5,8.2,3.3,21.0,3.3,65,127144,266000,156547,29403,3,1130,1110,1160,1110,1210,1180,2,0.1751084178686142,0.0,0,0,0.1751084178686142,0.3518252670764923,0.1767168492078781,AMC,2021
Heung-Min Son,MID,Spurs,Watford,10,True,2021-08-29,1,0,87,1,0,1,0,0,0,0,0,0,0,2,29,40.8,34.1,34.0,10.9,101,181122,2025828,318724,137602,3,1130,1110,1160,1110,1210,1180,3,0.08884686976671219,0.10338187217712402,2,1,0.08884686976671219,0.3262089788913727,0.28155070543289185,AMR,2021
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,Southampton,1,True,2021-08-28,2,2,21,0,0,0,2,0,0,0,0,0,0,0,3,4.4,10.8,6.0,2.1,59,-7297,36213,2749,10046,3,1040,1030,1140,1100,1070,1050,0,0.0,0.08794452250003815,1,0,0.0,0.08794452250003815,0.0,Sub,2021
Frederico Rodrigues de Paula Santos,MID,Man Utd,Wolves,2,False,2021-08-29,0,1,90,0,0,1,0,0,0,0,1,0,0,0,9,14.0,3.0,9.0,2.6,50,-6386,59052,10612,16998,3,1190,1160,1310,1250,1320,1280,1,0.016975216567516327,0.0,0,0,0.016975216567516327,0.1315746158361435,0.11459939926862715,DMC,2021
Raphael Dias Belloli,MID,Leeds,Burnley,2,False,2021-08-29,1,1,90,0,0,0,1,0,0,0,0,0,0,0,3,11.6,30.2,26.0,6.8,65,108379,1350393,213539,105160,3,1070,1060,1130,1100,1130,1090,3,0.33477920293807983,0.12591110169887546,2,0,0.33477920293807983,0.3875492513179779,0.053520604968070984,AMR,2021
Allan Marques Loureiro,MID,Everton,Brighton,8,False,2021-08-28,0,2,90,0,1,1,0,0,0,0,0,0,0,2,32,40.2,36.9,0.0,7.7,45,4364,124951,22181,17817,3,1140,1120,1210,1150,1230,1190,0,0.0,0.16803430020809176,3,0,0.0,0.20489291846752167,0.036858607083559036,MC,2021
André Filipe Tavares Gomes,MID,Everton,Brighton,1,False,2021-08-28,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,3.6,1.8,27.0,3.2,49,-1600,10422,715,2315,3,1140,1120,1210,1150,1230,1190,2,0.07524483650922775,0.0,0,0,0.07524483650922775,0.13499151170253754,0.07340559363365172,Sub,2021
Ricardo Domingos Barbosa Pereira,DEF,Leicester,Norwich,4,False,2021-08-28,1,2,10,0,1,0,0,0,0,0,0,0,0,0,18,18.0,10.3,0.0,2.8,55,10504,434559,73078,62574,3,1130,1100,1160,1120,1190,1170,0,0.0,0.3676449060440064,1,0,0.0,0.3676449060440064,0.0,DR,2021
Alisson Ramses Becker,GK,Liverpool,Chelsea,2,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,2,0,14,19.8,0.0,0.0,2.0,60,-11731,536317,25474,37205,3,1330,1290,1360,1350,1350,1340,0,0.0,0.0,0,0,0.0,0.06545785069465637,0.06545785069465637,GK,2021
Fabio Henrique Tavares,MID,Liverpool,Chelsea,2,True,2021-08-28,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,9.4,5.1,15.0,3.0,54,-18328,43825,1048,19376,3,1330,1290,1360,1350,1350,1340,2,0.0332135446369648,0.0,0,0,0.0332135446369648,0.0332135446369648,0.0,MC,2021
Jorge Luiz Frello Filho,MID,Chelsea,Liverpool,2,False,2021-08-28,1,1,86,0,0,0,1,0,0,0,0,0,0,0,11,14.0,0.6,0.0,1.5,60,-39281,362021,23312,62593,3,1350,1330,1330,1340,1350,1340,0,0.0,0.0,0,0,0.0,0.23591488599777224,0.23591488599777224,MC,2021
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,Arsenal,4,True,2021-08-28,5,0,57,0,1,0,0,0,0,0,0,0,0,0,14,5.8,3.9,21.0,3.1,70,-7514,83477,3105,10619,3,1350,1340,1350,1340,1360,1340,1,0.11374076455831528,0.0,0,0,0.11374076455831528,0.5047374367713928,0.39099669456481934,MC,2021
Ederson Santana de Moraes,GK,Man City,Arsenal,6,True,2021-08-28,5,0,90,0,0,1,0,0,0,0,0,0,0,0,24,5.4,0.0,0.0,0.5,60,-5623,796739,36751,42374,3,1350,1340,1350,1340,1360,1340,0,0.0,0.0,0,0,0.0,1.3258631229400637,1.3258631229400637,GK,2021
Rodrigo Hernandez,MID,Man City,Arsenal,7,True,2021-08-28,5,0,90,1,0,1,0,0,0,0,1,0,0,0,36,55.2,35.5,17.0,10.8,55,-964,31545,3679,4643,3,1350,1340,1350,1340,1360,1340,2,0.05021816864609718,0.12139131128787994,2,1,0.05021816864609718,2.061683654785156,2.011465549468994,MC,2021
Rúben Santos Gato Alves Dias,DEF,Man City,Arsenal,6,True,2021-08-28,5,0,90,0,0,1,0,0,0,0,0,0,0,0,30,17.2,26.0,2.0,4.5,60,89485,2029902,164611,75126,3,1350,1340,1350,1340,1360,1340,0,0.0,0.14940637350082395,2,0,0.0,1.6642407178878784,1.6301600933074951,DC,2021
Lucas Rodrigues Moura da Silva,MID,Spurs,Watford,1,True,2021-08-29,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,6.0,2.0,21.0,2.9,65,-4824,105812,17247,22071,3,1130,1110,1160,1110,1210,1180,1,0.06632478535175322,0.0,0,0,0.06632478535175322,0.06632478535175322,0.0,Sub,2021
Adam Lallana,MID,Brighton,Brentford,3,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,9,8.8,3.1,4.0,1.6,54,-1911,17558,1623,3534,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.026735860854387283,0.026735860854387283,MC,2021
Adam Webster,DEF,Brighton,Brentford,1,False,2021-09-11,0,1,36,0,0,0,0,0,0,0,0,0,0,0,4,4.0,0.5,0.0,0.5,45,-3275,45588,6865,10140,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
Alexis Mac Allister,MID,Brighton,Brentford,4,False,2021-09-11,0,1,26,0,1,0,0,0,0,0,0,0,0,0,16,23.8,12.8,10.0,4.7,55,-4838,47506,6121,10959,4,1190,1160,1130,1090,1180,1140,1,0.026735860854387283,0.09333088994026184,1,0,0.026735860854387283,0.12006675451993942,0.09333088994026184,Sub,2021
Danny Welbeck,FWD,Brighton,Brentford,2,False,2021-09-11,0,1,63,0,0,1,0,0,0,0,0,0,0,0,4,6.4,3.2,17.0,2.7,60,1735,12382,3994,2259,4,1190,1160,1130,1090,1180,1140,1,0.1220747083425522,0.0,0,0,0.1220747083425522,0.1220747083425522,0.0,FW,2021
Jakub Moder,MID,Brighton,Brentford,1,False,2021-09-11,0,1,53,0,0,0,0,0,0,0,0,0,0,0,2,1.6,2.3,2.0,0.6,45,3803,74808,19279,15476,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.16582685708999634,0.16582685708999634,Sub,2021
Joël Veltman,DEF,Brighton,Brentford,6,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,1,0,0,1,25,9.8,3.5,0.0,1.3,44,-26549,120868,10720,37269,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.04576011002063751,0.04576011002063751,MR,2021
Leandro Trossard,MID,Brighton,Brentford,11,False,2021-09-11,0,1,90,1,0,1,0,0,0,0,0,0,0,3,28,45.0,30.2,25.0,10.0,64,-12445,52022,4994,17439,4,1190,1160,1130,1090,1180,1140,1,0.09333088994026184,0.1678348183631897,2,1,0.09333088994026184,0.2879015803337097,0.026735860854387283,AMC,2021
Lewis Dunk,DEF,Brighton,Brentford,8,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,2,26,12.2,1.3,0.0,1.4,50,-53893,376699,19290,73183,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.14881056547164914,0.14881056547164914,DC,2021
Marc Cucurella,DEF,Brighton,Brentford,7,False,2021-09-11,0,1,81,0,0,1,0,0,0,0,0,0,0,1,25,8.2,14.8,0.0,2.3,50,10466,12759,16166,5700,4,1190,1160,1130,1090,1180,1140,0,0.0,0.026735860854387283,1,0,0.0,0.14881056547164914,0.14881056547164914,ML,2021
Neal Maupay,FWD,Brighton,Brentford,2,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,3,0.0,4.9,8.0,1.1,65,4603,184446,58850,54247,4,1190,1160,1130,1090,1180,1140,1,0.04576011002063751,0.0,0,0,0.04576011002063751,0.04576011002063751,0.0,FW,2021
Robert Sánchez,GK,Brighton,Brentford,6,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,1,0,23,11.6,0.0,0.0,1.2,45,114969,1994204,319456,204487,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.1220747083425522,0.1220747083425522,GK,2021
Shane Duffy,DEF,Brighton,Brentford,5,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,1,0,0,0,20,10.0,1.0,0.0,1.1,42,366513,1306541,548678,182165,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.1220747083425522,0.1220747083425522,DC,2021
Yves Bissouma,MID,Brighton,Brentford,3,False,2021-09-11,0,1,90,0,0,1,0,0,0,0,0,0,0,0,15,10.8,6.2,2.0,1.9,46,69282,1289130,279686,210404,4,1190,1160,1130,1090,1180,1140,0,0.0,0.0,0,0,0.0,0.21540559828281405,0.21540559828281405,MC,2021
Aaron Lennon,MID,Burnley,Everton,1,False,2021-09-13,3,1,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,50,271,590,382,111,4,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Ashley Barnes,FWD,Burnley,Everton,2,False,2021-09-13,3,1,75,0,0,0,3,0,0,0,0,0,0,0,4,1.4,10.8,2.0,1.4,55,-18354,129774,22559,40913,4,1070,1040,1100,1060,1060,1050,0,0.0,0.08523551374673842,1,0,0.0,0.08523551374673842,0.0,FW,2021
Ashley Westwood,MID,Burnley,Everton,2,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,18,18.0,21.8,0.0,4.0,54,-3976,32818,3971,7947,4,1070,1040,1100,1060,1060,1050,0,0.0,0.6484904289245605,1,0,0.0,0.49309241771698,0.49309241771698,MC,2021
Ben Mee,DEF,Burnley,Everton,7,False,2021-09-13,3,1,90,1,0,0,3,0,0,0,0,0,0,0,20,48.4,0.1,24.0,7.3,49,-5600,51728,2559,8159,4,1070,1040,1100,1060,1060,1050,2,1.102469801902771,0.0,0,1,1.102469801902771,0.0944632813334465,0.0944632813334465,DC,2021
Charlie Taylor,DEF,Burnley,Everton,1,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,14,15.2,35.9,0.0,5.1,45,-5622,35476,2106,7728,4,1070,1040,1100,1060,1060,1050,0,0.0,0.06835123896598816,3,0,0.0,0.2039572894573212,0.135606050491333,DL,2021
Chris Wood,FWD,Burnley,Everton,2,False,2021-09-13,3,1,85,0,0,0,3,0,0,0,0,0,0,0,-2,5.6,2.6,45.0,5.3,69,-19825,138728,17683,37508,4,1070,1040,1100,1060,1060,1050,3,0.5351631641387941,0.0,0,0,0.5351631641387941,0.5351631641387941,0.0,FW,2021
Dwight McNeil,MID,Burnley,Everton,2,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,24,26.2,29.3,21.0,7.7,59,-1597,18366,2420,4017,4,1070,1040,1100,1060,1060,1050,3,0.044243667274713516,0.4397719204425812,2,0,0.044243667274713516,0.4660524129867554,0.0,ML,2021
James Tarkowski,DEF,Burnley,Everton,1,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,13,14.2,0.2,0.0,1.4,50,-8309,111113,7366,15675,4,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0944632813334465,0.0944632813334465,DC,2021
Jay Rodriguez,FWD,Burnley,Everton,1,False,2021-09-13,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,12.0,1.0,55,-12596,59742,4762,17358,4,1070,1040,1100,1060,1060,1050,2,0.05349795147776604,0.0,0,0,0.05349795147776604,0.05349795147776604,0.0,Sub,2021
Johann Berg Gudmundsson,MID,Burnley,Everton,5,False,2021-09-13,3,1,75,0,1,0,3,0,0,0,0,0,0,0,22,30.4,15.2,0.0,4.6,55,-343,5612,439,782,4,1070,1040,1100,1060,1060,1050,0,0.0,0.4539793729782105,1,0,0.0,0.0,0.0,MR,2021
Josh Brownhill,MID,Burnley,Everton,1,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,1,0,0,0,6,12.4,2.4,21.0,3.6,45,-41434,230214,22234,63668,4,1070,1040,1100,1060,1060,1050,1,0.08523551374673842,0.0,0,0,0.08523551374673842,0.6194707155227661,0.5342351794242859,MC,2021
Matej Vydra,FWD,Burnley,Everton,1,False,2021-09-13,3,1,14,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,54,-9408,37197,3104,12512,4,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Matthew Lowton,DEF,Burnley,Everton,1,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,9.8,15.5,0.0,2.5,45,-17944,137160,12310,30254,4,1070,1040,1100,1060,1060,1050,0,0.0,0.0944632813334465,1,0,0.0,0.0944632813334465,0.0944632813334465,DR,2021
Nick Pope,GK,Burnley,Everton,2,False,2021-09-13,3,1,90,0,0,0,3,0,0,0,0,0,3,0,14,21.6,0.0,0.0,2.2,55,-15850,258671,11012,26862,4,1070,1040,1100,1060,1060,1050,0,0.0,0.0,0,0,0.0,0.1077066883444786,0.1077066883444786,GK,2021
Aaron Cresswell,DEF,West Ham,Southampton,8,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,2,27,10.0,24.6,9.0,4.4,55,-94228,1324980,102407,196635,4,1150,1130,1280,1260,1250,1240,2,0.09796923398971558,0.02471285313367844,2,0,0.09796923398971558,0.16412101686000824,0.1394081711769104,DL,2021
Andriy Yarmolenko,MID,West Ham,Southampton,1,False,2021-09-11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.6,1.0,0.1,54,-2608,13106,855,3463,4,1150,1130,1280,1260,1250,1240,1,0.02471285313367844,0.0,0,0,0.02471285313367844,0.02471285313367844,0.0,Sub,2021
Angelo Ogbonna,DEF,West Ham,Southampton,9,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,3,30,15.2,0.5,0.0,1.6,50,-135,15866,2284,2419,4,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
Craig Dawson,DEF,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,26,29.0,1.6,17.0,4.8,50,-3510,27650,1977,5487,4,1150,1130,1280,1260,1250,1240,1,0.046819332987070084,0.0,0,0,0.046819332987070084,0.0,0.0,DC,2021
Declan Rice,MID,West Ham,Southampton,2,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,1,0,0,0,13,22.6,15.8,8.0,4.6,50,-2938,364250,62114,65052,4,1150,1130,1280,1260,1250,1240,1,0.0581914447247982,0.02374515309929848,1,0,0.0581914447247982,0.16315332055091858,0.1394081711769104,DMC,2021
Jarrod Bowen,MID,West Ham,Southampton,3,False,2021-09-11,0,0,82,0,0,1,0,0,0,0,0,0,0,0,12,18.8,16.5,35.0,7.0,64,-18044,72861,5493,23537,4,1150,1130,1280,1260,1250,1240,2,0.11597655713558196,0.046819332987070084,1,0,0.11597655713558196,0.11597655713558196,0.0,AMR,2021
Lukasz Fabianski,GK,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,2,0,24,19.0,0.0,0.0,1.9,50,-4660,159234,17487,22147,4,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Michail Antonio,FWD,West Ham,Southampton,-1,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,1,0,0,-6,1.0,3.4,39.0,4.3,80,795752,4273709,951754,156002,4,1150,1130,1280,1260,1250,1240,2,0.18915505707263947,0.0,0,0,0.18915505707263947,0.21290020644664764,0.02374515309929848,FW,2021
Nikola Vlasic,MID,West Ham,Southampton,1,False,2021-09-11,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,3.6,11.2,6.0,2.1,60,3028,3924,4680,1652,4,1150,1130,1280,1260,1250,1240,0,0.0,0.1394081711769104,1,0,0.0,0.1394081711769104,0.1394081711769104,Sub,2021
Pablo Fornals,MID,West Ham,Southampton,3,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,11,11.2,8.3,0.0,2.0,60,159403,265673,236503,77100,4,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.18915505707263947,0.18915505707263947,AML,2021
Tomas Soucek,MID,West Ham,Southampton,3,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,11,9.0,5.6,14.0,2.9,60,-118714,666116,33765,152479,4,1150,1130,1280,1260,1250,1240,2,0.1322656124830246,0.0,0,0,0.1322656124830246,0.1322656124830246,0.0,DMC,2021
Vladimir Coufal,DEF,West Ham,Southampton,6,False,2021-09-11,0,0,90,0,0,1,0,0,0,0,0,0,0,0,21,13.4,8.2,0.0,2.2,50,-138656,822982,66260,204916,4,1150,1130,1280,1260,1250,1240,0,0.0,0.0,0,0,0.0,0.11874356120824815,0.11874356120824815,DR,2021
Allan Saint-Maximin,FWD,Newcastle,Man Utd,5,False,2021-09-11,4,1,90,0,1,0,4,0,0,0,0,0,0,0,18,23.4,37.0,12.0,7.2,65,-28290,395368,75430,103720,4,1040,1030,1140,1100,1070,1050,3,0.04280849173665047,0.3411267101764679,3,0,0.04280849173665047,0.4397223293781281,0.07089488953351973,FW,2021
Ciaran Clark,DEF,Newcastle,Man Utd,1,False,2021-09-11,4,1,83,0,0,0,3,0,0,0,0,0,0,0,13,10.6,10.8,4.0,2.5,44,-1262,9214,371,1633,4,1040,1030,1140,1100,1070,1050,0,0.0,0.01510775648057461,1,0,0.0,0.13120147585868835,0.13120147585868835,DC,2021
Freddie Woodman,GK,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,2,0,10,10.6,0.0,0.0,1.1,45,2476,53785,14418,11942,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.1910768151283264,0.1910768151283264,GK,2021
Isaac Hayden,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,11,8.0,0.4,0.0,0.8,45,-2579,8948,199,2778,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.385125458240509,0.385125458240509,DC,2021
Jacob Murphy,MID,Newcastle,Man Utd,1,False,2021-09-11,4,1,13,0,0,0,2,0,0,0,0,0,0,0,3,1.8,0.5,0.0,0.2,50,45187,83856,77379,32192,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.05987533554434776,0.05987533554434776,Sub,2021
Jamaal Lascelles,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,18,39.0,0.1,0.0,3.9,44,-4011,23170,783,4794,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.1910768151283264,0.1910768151283264,DC,2021
Jamal Lewis,DEF,Newcastle,Man Utd,1,False,2021-09-11,4,1,6,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1,44,-1485,9578,472,1957,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.05987533554434776,0.05987533554434776,Sub,2021
Javier Manquillo,DEF,Newcastle,Man Utd,7,False,2021-09-11,4,1,76,1,0,0,2,0,0,0,0,0,0,0,21,40.6,4.9,17.0,6.3,40,-74400,556195,31397,105797,4,1040,1030,1140,1100,1070,1050,1,0.26494351029396057,0.0,0,1,0.26494351029396057,0.26494351029396057,0.0,DR,2021
Jeff Hendrick,MID,Newcastle,Man Utd,1,False,2021-09-11,4,1,5,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,49,-397,3635,297,694,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.05987533554434776,0.05987533554434776,Sub,2021
Matt Ritchie,DEF,Newcastle,Man Utd,0,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,18,11.6,23.3,9.0,4.4,50,-6073,21154,1362,7435,4,1040,1030,1140,1100,1070,1050,2,0.03080454096198082,0.08119232207536697,2,0,0.03080454096198082,0.5145255923271179,0.4628353416919708,DL,2021
Miguel Almirón,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,12,13.6,12.4,10.0,3.6,54,-6879,27908,2155,9034,4,1040,1030,1140,1100,1070,1050,1,0.011346794664859772,0.0068150064907968036,1,0,0.011346794664859772,0.4301834106445313,0.4120216071605681,MC,2021
Sean Longstaff,MID,Newcastle,Man Utd,2,False,2021-09-11,4,1,90,0,0,0,4,0,0,0,0,0,0,0,13,11.0,1.8,6.0,1.9,45,361,26568,5035,4674,4,1040,1030,1140,1100,1070,1050,0,0.0,0.0,0,0,0.0,0.1910768151283264,0.1910768151283264,MC,2021
Axel Tuanzebe,DEF,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,19,16.6,0.3,2.0,1.9,45,-3696,51019,4723,8419,4,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.034011170268058784,0.034011170268058784,DC,2021
Bertrand Traoré,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,21,0,0,0,1,0,0,0,0,0,0,0,5,3.4,1.2,10.0,1.5,59,-16580,41023,489,17069,4,1120,1110,1160,1130,1180,1130,1,0.010699876584112644,0.0,0,0,0.010699876584112644,0.010699876584112644,0.0,Sub,2021
Danny Ings,FWD,Aston Villa,Chelsea,2,False,2021-09-11,3,0,68,0,0,0,2,0,0,0,0,0,0,0,6,0.0,3.3,26.0,2.8,80,-1018924,2049336,109215,1128139,4,1120,1110,1160,1130,1180,1130,1,0.05649339035153389,0.0,0,0,0.05649339035153389,0.05649339035153389,0.0,FW,2021
Ezri Konsa Ngoyo,DEF,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,0,0,6,20.8,0.5,44.0,6.5,50,-22516,54499,460,22976,4,1120,1110,1160,1130,1180,1130,3,0.1480356901884079,0.0,0,0,0.1480356901884079,0.1711525321006775,0.057393133640289314,DC,2021
Jacob Ramsey,MID,Aston Villa,Chelsea,0,False,2021-09-11,3,0,55,0,0,0,2,0,0,0,1,0,0,0,3,17.8,21.7,29.0,6.9,45,-7876,32037,2664,10540,4,1120,1110,1160,1130,1180,1130,2,0.06753619760274887,0.07323046773672104,2,0,0.06753619760274887,0.13062360882759094,0.034011170268058784,MC,2021
Jed Steer,GK,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,0,0,1,0,13,8.2,0.0,0.0,0.8,40,75380,186783,104226,28846,4,1120,1110,1160,1130,1180,1130,0,0.0,0.0,0,0,0.0,0.010699876584112644,0.010699876584112644,GK,2021
John McGinn,MID,Aston Villa,Chelsea,1,False,2021-09-11,3,0,90,0,0,0,3,0,0,0,1,0,0,0,16,19.2,58.3,3.0,8.1,60,-28853,71270,2096,30949,4,1120,1110,1160,1130,1180,1130,1,0.018261801451444626,0.6872077584266663,4,0,0.018261801451444626,0.7028506398200989,0.04991917684674263,MC,2021
