player_name,position,team,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,GW,strength_attack_away,strength_attack_home,strength_defence_away,strength_defence_home,strength_overall_away,strength_overall_home,shots,xG,xA,key_passes,npg,npxG,xGChain,xGBuildup,position_stat,season
Nemanja Matic,MID,Man Utd,Leeds,1,True,2021-08-14,5,1,21,0,0,0,0,0,0,0,0,0,0,0,4,6.6,1.7,0.0,0.8,45,0,14969,0,0,1,1190,1160,1310,1250,1320,1280,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Paul Pogba,MID,Man Utd,Leeds,16,True,2021-08-14,5,1,74,0,4,0,1,0,0,0,0,0,0,2,46,74.8,60.0,15.0,15.0,75,0,214089,0,0,1,1190,1160,1310,1250,1320,1280,2,0.2490332126617432,0.717875599861145,5,0,0.2490332126617432,0.9669087529182434,0.2362525910139084,AML,2021
Scott McTominay,MID,Man Utd,Leeds,2,True,2021-08-14,5,1,68,0,0,0,1,0,0,0,0,0,0,0,14,15.6,12.4,20.0,4.8,55,0,36489,0,0,1,1190,1160,1310,1250,1320,1280,1,0.05475971102714538,0.016773398965597153,1,0,0.05475971102714538,0.998794674873352,0.9272615909576416,DMC,2021
Victor Lindelöf,DEF,Man Utd,Leeds,5,True,2021-08-14,5,1,90,0,1,0,1,0,0,0,0,0,0,0,23,30.2,13.4,0.0,4.4,50,0,38513,0,0,1,1190,1160,1310,1250,1320,1280,0,0.0,0.3619175851345062,1,0,0.0,0.9150717854499816,0.9150717854499816,DC,2021
Illan Meslier,GK,Leeds,Man Utd,1,False,2021-08-14,5,1,90,0,0,0,5,0,0,0,0,0,3,0,17,21.6,0.0,0.0,2.2,50,0,281639,0,0,1,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.022880351170897484,0.022880351170897484,GK,2021
Jack Harrison,MID,Leeds,Man Utd,2,False,2021-08-14,5,1,68,0,0,0,5,0,0,0,0,0,0,0,8,10.2,21.1,7.0,3.8,60,0,330990,0,0,1,1070,1060,1130,1100,1130,1090,1,0.01783052645623684,0.05851862952113152,2,0,0.01783052645623684,0.0397576242685318,0.022880351170897484,ML,2021
Liam Cooper,DEF,Leeds,Man Utd,-1,False,2021-08-14,5,1,90,0,0,0,5,0,0,0,1,0,0,0,10,25.4,10.5,2.0,3.8,45,0,21528,0,0,1,1070,1060,1130,1100,1130,1090,0,0.0,0.01822101324796677,1,0,0.0,0.0,0.0,DC,2021
Luke Ayling,DEF,Leeds,Man Utd,6,False,2021-08-14,5,1,90,1,0,0,5,0,0,0,0,0,0,0,23,52.4,4.8,13.0,7.0,45,0,787277,0,0,1,1070,1060,1130,1100,1130,1090,2,0.05290886759757996,0.0,0,1,0.05290886759757996,0.021045027300715446,0.0,DR,2021
Mateusz Klich,MID,Leeds,Man Utd,2,False,2021-08-14,5,1,90,0,0,0,5,0,0,0,0,0,0,0,7,5.8,5.2,10.0,2.1,55,0,31003,0,0,1,1070,1060,1130,1100,1130,1090,2,0.05851862952113152,0.0,0,0,0.05851862952113152,0.0397576242685318,0.0397576242685318,MC,2021
Pascal Struijk,DEF,Leeds,Man Utd,0,False,2021-08-14,5,1,90,0,0,0,5,0,0,0,0,0,0,0,15,16.4,0.0,0.0,1.6,45,0,29507,0,0,1,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
Patrick Bamford,FWD,Leeds,Man Utd,2,False,2021-08-14,5,1,76,0,0,0,5,0,0,0,0,0,0,0,0,0.0,10.8,8.0,1.8,80,0,1258401,0,0,1,1070,1060,1130,1100,1130,1090,1,0.10462424904108047,0.022880351170897484,1,0,0.10462424904108047,0.022880351170897484,0.0,FW,2021
Robin Koch,DEF,Leeds,Man Utd,0,False,2021-08-14,5,1,90,0,0,0,5,0,0,0,0,0,0,0,14,14.4,0.3,0.0,1.5,45,0,21640,0,0,1,1070,1060,1130,1100,1130,1090,0,0.0,0.0,0,0,0.0,0.2814135551452637,0.2814135551452637,MC,2021
Stuart Dallas,MID,Leeds,Man Utd,5,False,2021-08-14,5,1,90,0,1,0,5,0,0,0,0,0,0,0,25,29.6,13.1,0.0,4.3,55,0,1045606,0,0,1,1070,1060,1130,1100,1130,1090,0,0.0,0.021045027300715446,1,0,0.0,0.04392537847161293,0.022880351170897484,DL,2021
Tyler Roberts,MID,Leeds,Man Utd,1,False,2021-08-14,5,1,13,0,0,0,0,0,0,0,0,0,0,0,7,4.4,14.3,3.0,2.2,50,0,4628,0,0,1,1070,1060,1130,1100,1130,1090,1,0.011944416910409927,0.2814135551452637,1,0,0.011944416910409927,0.2933579683303833,0.0,Sub,2021
Abdoulaye Doucouré,MID,Everton,Southampton,8,True,2021-08-14,3,1,90,1,0,0,1,0,0,0,1,0,0,2,31,41.8,4.6,37.0,8.3,55,0,19357,0,0,1,1140,1120,1210,1150,1230,1190,2,0.06271600723266603,0.0,0,1,0.06271600723266603,0.4287304878234863,0.3660144805908203,DMC,2021
Alex Iwobi,MID,Everton,Southampton,4,True,2021-08-14,3,1,20,0,1,0,0,0,0,0,0,0,0,0,7,20.6,11.0,23.0,5.5,60,0,12093,0,0,1,1140,1120,1210,1150,1230,1190,2,0.5516142249107361,0.03909936174750328,1,0,0.5516142249107361,1.1426347494125366,0.5519211292266846,Sub,2021
Andros Townsend,MID,Everton,Southampton,5,True,2021-08-14,3,1,69,0,1,0,1,0,0,0,0,0,0,0,21,30.8,40.5,0.0,7.1,55,0,47331,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.670799970626831,3,0,0.0,0.3077965080738068,0.1909271478652954,AMR,2021
Anthony Gordon,MID,Everton,Southampton,1,True,2021-08-14,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,45,0,2025,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Demarai Gray,MID,Everton,Southampton,2,True,2021-08-14,3,1,82,0,0,0,1,0,0,0,0,0,0,0,10,10.8,16.8,2.0,3.0,55,0,27308,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.111264169216156,1,0,0.0,0.111264169216156,0.111264169216156,AMC,2021
Dominic Calvert-Lewin,FWD,Everton,Southampton,7,True,2021-08-14,3,1,90,1,0,0,1,0,0,0,0,0,0,1,26,34.2,2.3,83.0,12.0,80,0,686033,0,0,1,1140,1120,1210,1150,1230,1190,5,1.0004013776779177,0.0,0,1,1.0004013776779177,1.0004013776779177,0.0,FW,2021
Jordan Pickford,GK,Everton,Southampton,2,True,2021-08-14,3,1,90,0,0,0,1,0,0,0,0,0,2,0,14,19.6,0.0,0.0,2.0,50,0,446969,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Lucas Digne,DEF,Everton,Southampton,2,True,2021-08-14,3,1,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,25.9,11.0,4.5,55,0,1292519,0,0,1,1140,1120,1210,1150,1230,1190,2,0.10541705787181854,0.173923060297966,2,0,0.10541705787181854,0.7549667954444885,0.5810437202453613,DL,2021
Mason Holgate,DEF,Everton,Southampton,2,True,2021-08-14,3,1,90,0,0,0,1,0,0,0,0,0,0,0,13,19.6,0.2,0.0,2.0,45,0,54382,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.5810437202453613,0.5810437202453613,DC,2021
Michael Keane,DEF,Everton,Southampton,2,True,2021-08-14,3,1,90,0,0,0,1,0,0,0,0,0,0,0,9,15.6,10.9,20.0,4.7,50,0,203108,0,0,1,1140,1120,1210,1150,1230,1190,1,0.07966297119855881,0.14970332384109494,1,0,0.07966297119855881,0.3406304717063904,0.111264169216156,DC,2021
Seamus Coleman,DEF,Everton,Southampton,2,True,2021-08-14,3,1,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,16.6,0.0,3.7,50,0,41053,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.08183462172746657,1,0,0.0,0.4051138162612915,0.4051138162612915,DR,2021
Yerry Mina,DEF,Everton,Southampton,1,True,2021-08-14,3,1,7,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,50,0,41893,0,0,1,1140,1120,1210,1150,1230,1190,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Adam Armstrong,FWD,Southampton,Everton,6,False,2021-08-14,3,1,90,1,0,0,3,0,0,0,0,0,0,0,24,33.2,1.0,40.0,7.4,60,0,65676,0,0,1,1130,1090,1100,1090,1090,1070,3,0.4208703339099884,0.0,0,1,0.4208703339099884,0.4065021276473999,0.0,FW,2021
Alex McCarthy,GK,Southampton,Everton,2,False,2021-08-14,3,1,90,0,0,0,3,0,0,0,0,0,3,0,16,22.0,0.0,0.0,2.2,45,0,105810,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Che Adams,FWD,Southampton,Everton,5,False,2021-08-14,3,1,90,0,1,0,3,0,0,0,0,0,0,0,16,26.4,18.3,10.0,5.5,70,0,122487,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.3611645698547363,1,0,0.0,0.3611645698547363,0.0,FW,2021
Ibrahima Diallo,MID,Southampton,Everton,1,False,2021-08-14,3,1,10,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.9,18.0,2.0,45,0,7483,0,0,1,1130,1090,1100,1090,1090,1070,1,0.058650262653827674,0.0,0,0,0.058650262653827674,0.0,0.0,Sub,2021
Jack Stephens,DEF,Southampton,Everton,1,False,2021-08-14,3,1,90,0,0,0,3,0,0,0,0,0,0,0,6,10.0,0.5,2.0,1.3,45,0,7152,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,DC,2021
James Ward-Prowse,MID,Southampton,Everton,2,False,2021-08-14,3,1,90,0,0,0,3,0,0,0,0,0,0,0,20,21.6,30.5,0.0,5.2,65,0,299682,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.07301848381757736,2,0,0.0,0.0,0.0,MC,2021
Mohammed Salisu,DEF,Southampton,Everton,1,False,2021-08-14,3,1,90,0,0,0,3,0,0,0,0,0,0,0,14,23.4,1.4,19.0,4.4,45,0,6041,0,0,1,1130,1090,1100,1090,1090,1070,1,0.07476485520601273,0.0,0,0,0.07476485520601273,0.0,0.0,DC,2021
Moussa Djenepo,MID,Southampton,Everton,2,False,2021-08-14,3,1,90,0,0,0,3,0,0,0,0,0,0,0,5,17.2,7.2,14.0,3.8,55,0,4568,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,ML,2021
Nathan Redmond,MID,Southampton,Everton,1,False,2021-08-14,3,1,7,0,0,0,0,0,0,0,0,0,0,0,4,2.6,1.4,2.0,0.6,60,0,8313,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Nathan Tella,MID,Southampton,Everton,1,False,2021-08-14,3,1,10,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,50,0,9118,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Romain Perraud,DEF,Southampton,Everton,1,False,2021-08-14,3,1,82,0,0,0,3,0,0,0,0,0,0,0,7,7.6,11.5,0.0,1.9,50,0,7538,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.07476485520601273,1,0,0.0,0.0,0.0,DL,2021
Theo Walcott,MID,Southampton,Everton,2,False,2021-08-14,3,1,79,0,0,0,2,0,0,0,0,0,0,0,8,1.6,1.8,6.0,0.9,60,0,16692,0,0,1,1130,1090,1100,1090,1090,1070,0,0.0,0.0,0,0,0.0,0.0,0.0,MR,2021
Adama Traoré,MID,Wolves,Leicester,2,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,0,0,0,0,10,20.6,13.4,87.0,12.1,60,0,71206,0,0,1,1140,1120,1120,1090,1100,1090,6,0.7481988668441772,0.08141498267650604,1,0,0.7481988668441772,1.1095043420791626,0.2798905074596405,FWL,2021
Conor Coady,DEF,Wolves,Leicester,2,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,0,0,0,0,15,11.2,0.0,0.0,1.1,45,0,493790,0,0,1,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.2900202870368957,0.2900202870368957,DC,2021
Fabio Silva,FWD,Wolves,Leicester,1,False,2021-08-14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,60,0,59391,0,0,1,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Fernando Marçal,DEF,Wolves,Leicester,1,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,1,0,0,0,10,13.2,24.6,2.0,4.0,45,0,5788,0,0,1,1140,1120,1120,1090,1100,1090,0,0.0,0.02289285324513912,1,0,0.0,0.4409397840499878,0.4409397840499878,DML,2021
Ki-Jana Hoever,DEF,Wolves,Leicester,1,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,1,0,0,0,6,13.6,16.7,6.0,3.6,40,0,134452,0,0,1,1140,1120,1120,1090,1100,1090,1,0.03382989764213562,0.08631426841020584,1,0,0.03382989764213562,0.1974177360534668,0.11110346764326096,DMR,2021
Leander Dendoncker,MID,Wolves,Leicester,1,False,2021-08-14,1,0,24,0,0,0,0,0,0,0,0,0,0,0,4,11.6,0.6,0.0,1.2,50,0,14765,0,0,1,1140,1120,1120,1090,1100,1090,0,0.0,0.0,0,0,0.0,0.15790164470672607,0.15790164470672607,Sub,2021
Max Kilman,DEF,Wolves,Leicester,2,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,0,0,0,0,17,24.6,1.4,53.0,7.9,45,0,11773,0,0,1,1140,1120,1120,1090,1100,1090,2,0.19624149799346924,0.0,0,0,0.19624149799346924,0.3818237781524658,0.34348392486572266,DC,2021
Morgan Gibbs-White,MID,Wolves,Leicester,1,False,2021-08-14,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,20.0,2.0,45,0,30702,0,0,1,1140,1120,1120,1090,1100,1090,1,0.08141498267650604,0.0,0,0,0.08141498267650604,0.1197548434138298,0.03833985328674317,Sub,2021
Raúl Jiménez,FWD,Wolves,Leicester,2,False,2021-08-14,1,0,90,0,0,0,1,0,0,0,0,0,0,0,2,4.0,36.9,18.0,5.9,75,0,240264,0,0,1,1140,1120,1120,1090,1100,1090,3,0.15816770493984222,0.1850534826517105,3,0,0.15816770493984222,0.29426059126853943,0.15790164470672607,FW,2021
Ayoze Pérez,MID,Leicester,Wolves,3,True,2021-08-14,1,0,61,0,0,1,0,0,0,0,0,0,0,0,7,7.2,35.2,2.0,4.4,60,0,18150,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.09172189980745317,3,0,0.0,0.09172189980745317,0.0,AMR,2021
Daniel Amartey,DEF,Leicester,Wolves,6,True,2021-08-14,1,0,90,0,0,1,0,0,0,0,0,0,0,0,27,15.4,0.8,0.0,1.6,40,0,985291,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.291550874710083,0.291550874710083,DC,2021
Harvey Barnes,MID,Leicester,Wolves,3,True,2021-08-14,1,0,71,0,0,1,0,0,0,0,0,0,0,0,-1,2.8,1.5,23.0,2.7,70,0,916129,0,0,1,1130,1100,1160,1120,1190,1170,1,0.11008020490407944,0.0,0,0,0.11008020490407944,0.1274748593568802,0.017394647002220154,AML,2021
James Maddison,MID,Leicester,Wolves,3,True,2021-08-14,1,0,61,0,0,1,0,0,0,0,0,0,0,0,9,4.2,15.2,2.0,2.1,70,0,833924,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.08058760315179825,1,0,0.0,0.0979822427034378,0.017394647002220154,AMC,2021
Jamie Vardy,FWD,Leicester,Wolves,5,True,2021-08-14,1,0,90,1,0,1,0,0,0,0,1,0,0,0,23,37.2,24.7,59.0,12.1,105,0,1032316,0,0,1,1130,1100,1160,1120,1190,1170,6,0.4564254879951477,0.1942613869905472,2,1,0.4564254879951477,0.6506868600845337,0.0,FW,2021
Jannik Vestergaard,DEF,Leicester,Wolves,1,True,2021-08-14,1,0,28,0,0,0,0,0,0,0,0,0,0,0,3,3.6,0.1,0.0,0.4,50,0,97933,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
Kasper Schmeichel,GK,Leicester,Wolves,9,True,2021-08-14,1,0,90,0,0,1,0,0,0,0,0,0,3,2,31,26.0,0.0,0.0,2.6,50,0,1114563,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.0,0.0,GK,2021
Kelechi Iheanacho,FWD,Leicester,Wolves,1,True,2021-08-14,1,0,18,0,0,0,0,0,0,0,0,0,0,0,2,1.4,3.7,8.0,1.3,75,0,929331,0,0,1,1130,1100,1160,1120,1190,1170,1,0.08418118208646774,0.0,0,0,0.08418118208646774,0.2172236293554306,0.13304245471954346,Sub,2021
Luke Thomas,DEF,Leicester,Wolves,7,True,2021-08-14,1,0,90,0,0,1,0,0,0,0,0,0,0,1,29,25.4,5.7,0.0,3.1,45,0,14916,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.028641644865274436,0.028641644865274436,DL,2021
Wilfred Ndidi,MID,Leicester,Wolves,3,True,2021-08-14,1,0,90,0,0,1,0,0,0,0,0,0,0,0,20,16.4,3.3,0.0,2.0,50,0,106828,0,0,1,1130,1100,1160,1120,1190,1170,0,0.0,0.0,0,0,0.0,0.28880825638771057,0.28880825638771057,DMC,2021
Youri Tielemans,MID,Leicester,Wolves,3,True,2021-08-14,1,0,90,0,0,1,0,0,0,0,0,0,0,0,23,33.4,17.8,7.0,5.8,65,0,364491,0,0,1,1130,1100,1160,1120,1190,1170,1,0.017394647002220154,0.13304245471954346,1,0,0.017394647002220154,0.3733401298522949,0.2229030281305313,DMC,2021
Adam Idah,FWD,Norwich,Liverpool,1,True,2021-08-14,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,3.2,0.5,33.0,3.7,50,0,31923,0,0,1,1020,1000,1040,1000,1030,1010,1,0.11366669088602065,0.0,0,0,0.11366669088602065,0.04587360098958016,0.04587360098958016,Sub,2021
Ben Gibson,DEF,Norwich,Liverpool,1,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,15,32.4,0.6,51.0,8.4,45,0,6190,0,0,1,1020,1000,1040,1000,1030,1010,2,0.6241957545280457,0.0,0,0,0.6241957545280457,0.35489481687545776,0.35489481687545776,DC,2021
Billy Gilmour,MID,Norwich,Liverpool,2,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,14,11.6,2.1,0.0,1.4,45,0,592329,0,0,1,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.35489481687545776,0.35489481687545776,MC,2021
Dimitris Giannoulis,DEF,Norwich,Liverpool,1,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,18,21.4,12.2,2.0,3.6,45,0,6451,0,0,1,1020,1000,1040,1000,1030,1010,0,0.0,0.03756185993552208,1,0,0.0,0.35489481687545776,0.35489481687545776,DL,2021
Grant Hanley,DEF,Norwich,Liverpool,1,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,20,25.6,10.1,34.0,7.0,45,0,12650,0,0,1,1020,1000,1040,1000,1030,1010,1,0.13325859606266022,0.11366669088602065,1,0,0.13325859606266022,0.3090212047100067,0.3090212047100067,DC,2021
Joshua Sargent,FWD,Norwich,Liverpool,1,True,2021-08-14,0,3,13,0,0,0,0,0,0,0,0,0,0,0,5,2.4,0.3,4.0,0.7,55,0,8779,0,0,1,1020,1000,1040,1000,1030,1010,1,0.04587360098958016,0.0,0,0,0.04587360098958016,0.04587360098958016,0.0,Sub,2021
Kieran Dowell,MID,Norwich,Liverpool,1,True,2021-08-14,0,3,4,0,0,0,0,0,0,0,0,0,0,0,5,4.2,20.8,4.0,2.9,55,0,4891,0,0,1,1020,1000,1040,1000,1030,1010,0,0.0,0.03763861954212189,2,0,0.0,0.08351221680641174,0.04587360098958016,Sub,2021
Lukas Rupp,MID,Norwich,Liverpool,2,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,13,5.2,2.2,21.0,2.8,45,0,8058,0,0,1,1020,1000,1040,1000,1030,1010,4,0.09169749170541763,0.0,0,0,0.09169749170541763,0.3870371580123901,0.3359247446060181,MC,2021
Max Aarons,DEF,Norwich,Liverpool,1,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,15,29.4,12.4,1.0,4.3,45,0,156882,0,0,1,1020,1000,1040,1000,1030,1010,1,0.009880874305963516,0.04587360098958016,1,0,0.009880874305963516,0.3916792273521423,0.3359247446060181,DR,2021
Milot Rashica,MID,Norwich,Liverpool,2,True,2021-08-14,0,3,76,0,0,0,3,0,0,0,0,0,0,0,5,3.4,29.2,6.0,3.9,55,0,14489,0,0,1,1020,1000,1040,1000,1030,1010,1,0.0423620380461216,0.06336705386638641,3,0,0.0423620380461216,0.09262025356292723,0.0,ML,2021
Pierre Lees-Melou,MID,Norwich,Liverpool,2,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,0,0,15,29.0,30.1,4.0,6.3,50,0,4850,0,0,1,1020,1000,1040,1000,1030,1010,1,0.03756185993552208,0.6534489393234253,2,0,0.03756185993552208,0.4519181251525879,0.4095560908317566,MC,2021
Teemu Pukki,FWD,Norwich,Liverpool,2,True,2021-08-14,0,3,76,0,0,0,3,0,0,0,0,0,0,0,0,3.6,2.5,17.0,2.3,60,0,449744,0,0,1,1020,1000,1040,1000,1030,1010,1,0.3090212047100067,0.0,0,0,0.3090212047100067,0.3090212047100067,0.0,FW,2021
Tim Krul,GK,Norwich,Liverpool,2,True,2021-08-14,0,3,90,0,0,0,3,0,0,0,0,0,3,0,15,30.8,0.0,0.0,3.1,45,0,99090,0,0,1,1020,1000,1040,1000,1030,1010,0,0.0,0.0,0,0,0.0,0.3090212047100067,0.3090212047100067,GK,2021
Todd Cantwell,MID,Norwich,Liverpool,1,True,2021-08-14,0,3,85,0,0,0,3,0,0,0,1,0,0,0,14,12.4,31.4,1.0,4.5,55,0,47808,0,0,1,1020,1000,1040,1000,1030,1010,1,0.007212541066110134,0.3090212047100067,1,0,0.007212541066110134,0.38549932837486267,0.06926557421684265,MR,2021
Alex Oxlade-Chamberlain,MID,Liverpool,Norwich,3,False,2021-08-14,0,3,60,0,0,1,0,0,0,0,0,0,0,0,3,0.0,5.3,4.0,0.7,60,0,9191,0,0,1,1330,1290,1360,1350,1350,1340,2,0.030077284201979637,0.0,0,0,0.030077284201979637,0.02668266929686069,0.02668266929686069,MC,2021
Diogo Jota,MID,Liverpool,Norwich,8,False,2021-08-14,0,3,60,1,0,1,0,0,0,0,0,0,0,0,21,37.8,1.9,36.0,7.6,75,0,777536,0,0,1,1330,1290,1360,1350,1350,1340,2,0.6069284081459045,0.0,0,1,0.6069284081459045,0.41178545355796814,0.02668266929686069,FW,2021
Harvey Elliott,MID,Liverpool,Norwich,1,False,2021-08-14,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,2.0,0.3,55,0,6475,0,0,1,1330,1290,1360,1350,1350,1340,0,0.0,0.0,0,0,0.0,0.0,0.0,Sub,2021
James Milner,MID,Liverpool,Norwich,2,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,1,0,0,0,10,21.0,18.8,0.0,4.0,50,0,6425,0,0,1,1330,1290,1360,1350,1350,1340,0,0.0,0.04744936898350716,1,0,0.0,0.7191201448440552,0.7191201448440552,MC,2021
Joel Matip,DEF,Liverpool,Norwich,6,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,0,0,0,0,25,7.0,3.8,22.0,3.3,50,0,25704,0,0,1,1330,1290,1360,1350,1350,1340,1,0.0636034607887268,0.0,0,0,0.0636034607887268,0.15190719068050385,0.15190719068050385,DC,2021
Konstantinos Tsimikas,DEF,Liverpool,Norwich,6,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,0,0,0,0,21,9.4,2.9,37.0,4.9,40,0,1540416,0,0,1,1330,1290,1360,1350,1350,1340,2,0.15946871042251587,0.0,0,0,0.15946871042251587,0.22307556867599487,0.06360685080289841,DL,2021
Mohamed Salah,MID,Liverpool,Norwich,17,False,2021-08-14,0,3,90,1,2,1,0,0,0,0,0,0,0,3,49,70.6,36.4,70.0,17.7,125,0,3548693,0,0,1,1330,1290,1360,1350,1350,1340,5,0.2391340434551239,0.8687210083007812,3,1,0.2391340434551239,1.0696340799331665,0.10001077502965927,FWR,2021
Naby Keita,MID,Liverpool,Norwich,3,False,2021-08-14,0,3,82,0,0,1,0,0,0,0,0,0,0,0,12,13.4,16.8,4.0,3.4,50,0,11589,0,0,1,1330,1290,1360,1350,1350,1340,0,0.0,0.22182561457157127,1,0,0.0,0.3112965822219849,0.3112965822219849,MC,2021
Roberto Firmino,FWD,Liverpool,Norwich,7,False,2021-08-14,0,3,29,1,0,0,0,0,0,0,0,0,0,2,30,37.6,14.2,21.0,7.3,90,0,406171,0,0,1,1330,1290,1360,1350,1350,1340,1,0.4241603016853333,0.08209937810897827,1,1,0.4241603016853333,0.606270432472229,0.10001077502965927,Sub,2021
Sadio Mané,MID,Liverpool,Norwich,3,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,0,0,0,0,11,16.4,44.0,52.0,11.2,120,0,306339,0,0,1,1330,1290,1360,1350,1350,1340,3,0.14730769395828247,0.16125717759132385,3,0,0.14730769395828247,0.3085648715496063,0.02668266929686069,FWL,2021
Trent Alexander-Arnold,DEF,Liverpool,Norwich,6,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,0,0,0,0,24,18.4,48.6,4.0,7.1,75,0,2245431,0,0,1,1330,1290,1360,1350,1350,1340,2,0.07124833762645721,0.12918642163276672,3,0,0.07124833762645721,0.5755355954170227,0.5126877427101135,DR,2021
Virgil van Dijk,DEF,Liverpool,Norwich,7,False,2021-08-14,0,3,90,0,0,1,0,0,0,0,0,0,0,1,27,15.6,17.6,6.0,3.9,65,0,736976,0,0,1,1330,1290,1360,1350,1350,1340,1,0.04744936898350716,0.0573691837489605,1,0,0.04744936898350716,0.5947871208190918,0.5947871208190918,DC,2021
Albert Sambi Lokonga,MID,Arsenal,Brentford,2,False,2021-08-13,2,0,90,0,0,0,2,0,0,0,0,0,0,0,13,19.4,34.3,8.0,6.2,50,0,15087,0,0,1,1140,1110,1170,1100,1220,1190,2,0.02809256874024868,0.033002395182847984,2,0,0.02809256874024868,0.4940694868564606,0.4620480537414551,DMC,2021
Ben White,DEF,Arsenal,Brentford,1,False,2021-08-13,2,0,90,0,0,0,2,0,0,0,0,0,0,0,12,10.8,0.5,0.0,1.1,45,0,1716768,0,0,1,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.21191637217998505,0.21191637217998505,DC,2021
Bernd Leno,GK,Arsenal,Brentford,1,False,2021-08-13,2,0,90,0,0,0,2,0,0,0,0,0,1,0,11,11.8,0.0,0.0,1.2,50,0,153122,0,0,1,1140,1110,1170,1100,1220,1190,0,0.0,0.0,0,0,0.0,0.09702771157026292,0.09702771157026292,GK,2021
