player_name,kickoff_time,GW,season,LR,CBoost,SVR,KNN,MLP,Meta,position,team,value,total_points
Pedro Lomba Neto,2021-01-02,17,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Wolves,60,5
Phil Foden,2021-01-03,17,2020,4.0,3.0,3.0,4.0,3.0,3.0,MID,Man City,62,14
Pierre-Emerick Aubameyang,2021-01-02,17,2020,6.0,6.0,5.0,5.0,6.0,4.0,MID,Arsenal,114,3
Pierre-Emile Højbjerg,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Spurs,49,2
Raheem Sterling,2021-01-03,17,2020,6.0,5.0,4.0,5.0,5.0,4.0,MID,Man City,114,5
Raphael Dias Belloli,2021-01-02,17,2020,3.0,3.0,4.0,3.0,4.0,4.0,MID,Leeds,55,2
Rayan Ait Nouri,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,50,1
Rekeem Harper,2021-01-02,17,2020,0.0,1.0,1.0,1.0,0.0,1.0,MID,West Brom,43,1
Rhian Brewster,2021-01-02,17,2020,1.0,1.0,2.0,2.0,1.0,1.0,FWD,Sheffield Utd,45,1
Richarlison de Andrade,2021-01-01,17,2020,5.0,5.0,4.0,4.0,5.0,4.0,FWD,Everton,78,2
Riyad Mahrez,2021-01-03,17,2020,3.0,2.0,3.0,4.0,2.0,2.0,MID,Man City,82,1
Rob Holding,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,4.0,DEF,Arsenal,44,10
Robert Sánchez,2021-01-02,17,2020,3.0,3.0,4.0,4.0,4.0,3.0,GK,Brighton,44,1
Roberto Firmino,2021-01-04,17,2020,5.0,5.0,3.0,5.0,5.0,4.0,FWD,Liverpool,93,2
Rodrigo Hernandez,2021-01-03,17,2020,3.0,2.0,3.0,2.0,2.0,2.0,MID,Man City,54,2
Rodrigo Moreno,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,4.0,FWD,Leeds,57,2
Romain Saïss,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,50,7
Romaine Sawyers,2021-01-02,17,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,West Brom,48,2
Rui Pedro dos Santos Patrício,2021-01-02,17,2020,3.0,4.0,3.0,3.0,3.0,3.0,GK,Wolves,54,1
Ryan Bertrand,2021-01-04,17,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Southampton,50,5
Rúben Diogo da Silva Neves,2021-01-02,17,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Wolves,52,10
Rúben Santos Gato Alves Dias,2021-01-03,17,2020,3.0,3.0,3.0,3.0,3.0,4.0,DEF,Man City,57,2
Sadio Mané,2021-01-04,17,2020,6.0,6.0,5.0,6.0,6.0,4.0,MID,Liverpool,119,2
Sam Johnstone,2021-01-02,17,2020,4.0,3.0,3.0,3.0,4.0,3.0,GK,West Brom,45,2
Saïd Benrahma,2021-01-01,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Ham,60,3
Scott McTominay,2021-01-01,17,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Man Utd,49,2
Seamus Coleman,2021-01-01,17,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Everton,48,2
Sean Longstaff,2021-01-03,17,2020,3.0,2.0,3.0,2.0,3.0,3.0,MID,Newcastle,47,2
Sergio Agüero,2021-01-03,17,2020,3.0,2.0,3.0,2.0,3.0,2.0,FWD,Man City,103,1
Solomon March,2021-01-02,17,2020,3.0,4.0,4.0,3.0,3.0,3.0,MID,Brighton,50,2
Steven Bergwijn,2021-01-02,17,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Spurs,70,6
Stuart Armstrong,2021-01-04,17,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Southampton,55,3
Stuart Dallas,2021-01-02,17,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Leeds,48,1
Sébastien Haller,2021-01-01,17,2020,4.0,3.0,3.0,3.0,4.0,3.0,FWD,West Ham,61,1
Tanguy Ndombele,2021-01-02,17,2020,4.0,4.0,4.0,4.0,4.0,3.0,MID,Spurs,59,3
Theo Walcott,2021-01-04,17,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Southampton,58,3
Thiago Alcántara do Nascimento,2021-01-04,17,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Liverpool,57,1
Thiago Thiago,2021-01-03,17,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Chelsea,56,1
Timo Werner,2021-01-03,17,2020,5.0,5.0,4.0,5.0,5.0,3.0,FWD,Chelsea,92,2
Timothy Castagne,2021-01-03,17,2020,4.0,4.0,3.0,3.0,3.0,3.0,DEF,Leicester,57,2
Toby Alderweireld,2021-01-02,17,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Spurs,54,13
Tom Davies,2021-01-01,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Everton,52,1
Tomas Soucek,2021-01-01,17,2020,3.0,3.0,3.0,4.0,3.0,3.0,MID,West Ham,52,11
Trent Alexander-Arnold,2021-01-04,17,2020,5.0,5.0,4.0,5.0,4.0,4.0,DEF,Liverpool,73,2
Tyrick Mitchell,2021-01-02,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Crystal Palace,39,6
Tyrone Mings,2021-01-01,17,2020,3.0,2.0,2.0,3.0,3.0,3.0,DEF,Aston Villa,54,1
Vicente Guaita,2021-01-02,17,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Crystal Palace,48,7
Vladimir Coufal,2021-01-01,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Ham,47,6
Wesley Fofana,2021-01-03,17,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leicester,50,2
Wilfred Ndidi,2021-01-03,17,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Leicester,48,2
Wilfried Zaha,2021-01-02,17,2020,5.0,5.0,4.0,5.0,5.0,4.0,MID,Crystal Palace,74,3
Willian Borges Da Silva,2021-01-02,17,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Arsenal,76,1
Xherdan Shaqiri,2021-01-04,17,2020,2.0,1.0,2.0,1.0,1.0,2.0,MID,Liverpool,64,0
Yan Valery,2021-01-04,17,2020,1.0,1.0,2.0,1.0,1.0,1.0,DEF,Southampton,47,1
Yerry Mina,2021-01-01,17,2020,3.0,4.0,3.0,3.0,3.0,4.0,DEF,Everton,56,2
Youri Tielemans,2021-01-03,17,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Leicester,64,7
Yves Bissouma,2021-01-02,17,2020,2.0,3.0,3.0,2.0,3.0,3.0,MID,Brighton,45,0
Zack Steffen,2021-01-03,17,2020,3.0,3.0,3.0,2.0,3.0,3.0,GK,Man City,44,2
Çaglar Söyüncü,2021-01-03,17,2020,2.0,1.0,2.0,2.0,1.0,2.0,DEF,Leicester,53,1
Aaron Ramsdale,2021-01-12,18,2020,4.0,3.0,4.0,3.0,4.0,3.0,GK,Sheffield Utd,47,9
Aaron Wan-Bissaka,2021-01-12,18,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,53,6
Abdoulaye Doucouré,2021-01-12,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Everton,53,1
Aboubakar Kamara,2021-01-13,18,2020,0.0,2.0,2.0,1.0,1.0,1.0,MID,Fulham,48,1
Adam Webster,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,3.0,DEF,Brighton,44,1
Ademola Lookman,2021-01-13,18,2020,1.0,2.0,2.0,2.0,2.0,2.0,MID,Fulham,50,4
Ainsley Maitland-Niles,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,46,6
Alex Iwobi,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Everton,59,8
Alexandre Lacazette,2021-01-14,18,2020,5.0,5.0,4.0,5.0,5.0,4.0,FWD,Arsenal,83,2
Alexis Mac Allister,2021-01-13,18,2020,2.0,3.0,3.0,2.0,3.0,2.0,MID,Brighton,53,2
Alphonse Areola,2021-01-13,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,Fulham,45,3
Andros Townsend,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,57,3
André Filipe Tavares Gomes,2021-01-12,18,2020,0.0,2.0,2.0,1.0,1.0,2.0,MID,Everton,53,4
André-Frank Zambo Anguissa,2021-01-13,18,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Fulham,45,1
Andy Carroll,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,FWD,Newcastle,52,1
Anthony Martial,2021-01-12,18,2020,5.0,5.0,4.0,5.0,5.0,4.0,FWD,Man Utd,88,2
Antonee Robinson,2021-01-13,18,2020,2.0,3.0,3.0,2.0,2.0,3.0,DEF,Fulham,44,2
Ashley Barnes,2021-01-12,18,2020,4.0,3.0,4.0,3.0,4.0,3.0,FWD,Burnley,60,2
Ashley Westwood,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,53,1
Axel Tuanzebe,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Man Utd,42,1
Ben Godfrey,2021-01-12,18,2020,2.0,3.0,3.0,3.0,2.0,3.0,DEF,Everton,50,2
Ben Mee,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,49,2
Ben Osborn,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,48,3
Ben White,2021-01-13,18,2020,2.0,2.0,1.0,2.0,2.0,2.0,DEF,Brighton,44,2
Bernardo Fernandes da Silva Junior,2021-01-13,18,2020,2.0,3.0,3.0,3.0,3.0,2.0,DEF,Brighton,39,2
Bernardo Mota Veiga de Carvalho e Silva,2021-01-13,18,2020,5.0,4.0,4.0,4.0,4.0,4.0,MID,Man City,74,3
Bernd Leno,2021-01-14,18,2020,4.0,3.0,4.0,4.0,4.0,3.0,GK,Arsenal,49,6
Billy Sharp,2021-01-12,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,FWD,Sheffield Utd,55,5
Bobby Decordova-Reid,2021-01-13,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,FWD,Fulham,53,2
Bruno Miguel Borges Fernandes,2021-01-12,18,2020,7.0,5.0,5.0,7.0,7.0,5.0,MID,Man Utd,113,2
Bukayo Saka,2021-01-14,18,2020,4.0,4.0,4.0,4.0,5.0,4.0,MID,Arsenal,53,3
Callum Wilson,2021-01-12,18,2020,4.0,4.0,4.0,5.0,4.0,4.0,FWD,Newcastle,66,2
Carlos Vinicius Alves Morais,2021-01-13,18,2020,2.0,2.0,3.0,2.0,2.0,2.0,FWD,Spurs,69,1
Cheikhou Kouyaté,2021-01-14,18,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Crystal Palace,50,3
Chris Basham,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,DEF,Sheffield Utd,46,1
Chris Wood,2021-01-12,18,2020,4.0,3.0,4.0,4.0,4.0,4.0,FWD,Burnley,62,2
Christian Benteke,2021-01-14,18,2020,3.0,3.0,4.0,3.0,4.0,3.0,FWD,Crystal Palace,55,2
Ciaran Clark,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Newcastle,45,2
Conor Coady,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,49,1
Dan Burn,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,Brighton,42,2
Daniel Ceballos Fernández,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Arsenal,47,3
David Luiz Moreira Marinho,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,54,5
David McGoldrick,2021-01-12,18,2020,3.0,3.0,4.0,3.0,4.0,3.0,FWD,Sheffield Utd,52,1
David de Gea,2021-01-12,18,2020,4.0,3.0,4.0,3.0,3.0,3.0,GK,Man Utd,53,6
Davinson Sánchez,2021-01-13,18,2020,4.0,3.0,4.0,3.0,4.0,4.0,DEF,Spurs,52,2
Davy Pröpper,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Brighton,48,2
DeAndre Yedlin,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Newcastle,43,2
Dwight McNeil,2021-01-12,18,2020,1.0,2.0,3.0,2.0,1.0,2.0,MID,Burnley,57,1
Eberechi Eze,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,58,3
Ederson Santana de Moraes,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,GK,Man City,60,6
Edinson Cavani,2021-01-12,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,FWD,Man Utd,78,2
Edward Nketiah,2021-01-14,18,2020,2.0,2.0,3.0,2.0,2.0,2.0,FWD,Arsenal,55,1
Emile Smith Rowe,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Arsenal,44,3
Eric Bailly,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,49,7
Eric Dier,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Spurs,51,2
Erik Lamela,2021-01-13,18,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Spurs,57,1
Erik Pieters,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,43,2
Ethan Ampadu,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,43,9
Fabian Schär,2021-01-12,18,2020,3.0,3.0,3.0,2.0,2.0,3.0,DEF,Newcastle,49,1
Fabio Silva,2021-01-12,18,2020,4.0,3.0,4.0,4.0,4.0,4.0,FWD,Wolves,52,2
Federico Fernández,2021-01-12,18,2020,3.0,3.0,3.0,3.0,2.0,3.0,DEF,Newcastle,47,2
Gabriel Fernando de Jesus,2021-01-13,18,2020,3.0,3.0,3.0,5.0,4.0,3.0,FWD,Man City,91,1
Granit Xhaka,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Arsenal,52,3
Gylfi Sigurdsson,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Everton,68,2
Harrison Reed,2021-01-13,18,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,Fulham,44,2
Harry Kane,2021-01-13,18,2020,7.0,5.0,4.0,6.0,7.0,6.0,FWD,Spurs,110,8
Harry Maguire,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,54,6
Harry Winks,2021-01-13,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Spurs,52,2
Heung-Min Son,2021-01-13,18,2020,7.0,5.0,5.0,7.0,7.0,6.0,MID,Spurs,98,2
Hugo Lloris,2021-01-13,18,2020,5.0,4.0,4.0,4.0,5.0,4.0,GK,Spurs,56,3
Héctor Bellerín,2021-01-14,18,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Arsenal,51,8
Ilkay Gündogan,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Man City,54,3
Isaac Hayden,2021-01-12,18,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,Newcastle,47,1
Ivan Ricardo Neves Abreu Cavaleiro,2021-01-13,18,2020,3.0,3.0,3.0,2.0,4.0,3.0,MID,Fulham,53,8
Jacob Murphy,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Newcastle,49,1
James McArthur,2021-01-14,18,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Crystal Palace,52,3
James McCarthy,2021-01-14,18,2020,0.0,2.0,1.0,1.0,0.0,2.0,MID,Crystal Palace,43,1
James Rodríguez,2021-01-12,18,2020,3.0,4.0,3.0,4.0,4.0,4.0,MID,Everton,77,2
James Tarkowski,2021-01-12,18,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Burnley,53,2
James Tomkins,2021-01-14,18,2020,2.0,3.0,3.0,3.0,2.0,3.0,DEF,Crystal Palace,45,5
Jay Rodriguez,2021-01-12,18,2020,2.0,2.0,2.0,2.0,1.0,2.0,FWD,Burnley,58,1
Jayden Bogle,2021-01-12,18,2020,4.0,3.0,3.0,3.0,4.0,3.0,DEF,Sheffield Utd,43,6
Jeff Hendrick,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Newcastle,46,2
Joachim Andersen,2021-01-13,18,2020,2.0,3.0,2.0,2.0,2.0,3.0,DEF,Fulham,45,1
Joel Ward,2021-01-14,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Crystal Palace,43,6
Johann Berg Gudmundsson,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,54,2
John Egan,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,47,7
John Fleck,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Sheffield Utd,56,3
John Lundstram,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,49,3
John Stones,2021-01-13,18,2020,4.0,4.0,4.0,4.0,3.0,4.0,DEF,Man City,50,6
Jordan Ayew,2021-01-14,18,2020,1.0,2.0,2.0,2.0,1.0,2.0,FWD,Crystal Palace,56,1
Jordan Pickford,2021-01-12,18,2020,3.0,3.0,4.0,4.0,3.0,3.0,GK,Everton,48,2
Josh Brownhill,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,49,2
Josh Onomah,2021-01-13,18,2020,0.0,2.0,2.0,1.0,1.0,1.0,MID,Fulham,46,1
João Filipe Iria Santos Moutinho,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Wolves,52,2
João Pedro Cavaco Cancelo,2021-01-13,18,2020,5.0,4.0,4.0,4.0,4.0,4.0,DEF,Man City,58,6
Joël Veltman,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,Brighton,43,1
Karl Darlow,2021-01-12,18,2020,4.0,4.0,4.0,4.0,3.0,3.0,GK,Newcastle,50,2
Kenny Tete,2021-01-13,18,2020,2.0,3.0,2.0,3.0,3.0,3.0,DEF,Fulham,43,2
Kevin De Bruyne,2021-01-13,18,2020,7.0,6.0,6.0,6.0,7.0,5.0,MID,Man City,118,6
Ki-Jana Hoever,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Wolves,44,0
Leander Dendoncker,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Wolves,47,2
Leandro Trossard,2021-01-13,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,57,2
Lewis Dunk,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,3.0,DEF,Brighton,48,2
Lucas Digne,2021-01-12,18,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Everton,60,5
Luka Milivojevic,2021-01-14,18,2020,2.0,3.0,2.0,2.0,3.0,3.0,MID,Crystal Palace,56,3
Luke Shaw,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,48,7
Marcus Rashford,2021-01-12,18,2020,5.0,5.0,5.0,6.0,6.0,4.0,MID,Man Utd,96,6
Mason Greenwood,2021-01-12,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Man Utd,71,1
Mason Holgate,2021-01-12,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Everton,48,1
Matej Vydra,2021-01-12,18,2020,1.0,2.0,2.0,2.0,1.0,2.0,FWD,Burnley,48,1
Matt Ritchie,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Newcastle,49,1
Matthew Lowton,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,44,2
Michael Keane,2021-01-12,18,2020,2.0,3.0,3.0,3.0,2.0,3.0,DEF,Everton,51,11
Morgan Gibbs-White,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Wolves,49,2
Moussa Sissoko,2021-01-13,18,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Spurs,48,2
Neal Maupay,2021-01-13,18,2020,1.0,2.0,3.0,3.0,2.0,2.0,FWD,Brighton,61,1
Nemanja Matic,2021-01-12,18,2020,3.0,3.0,2.0,2.0,3.0,3.0,MID,Man Utd,48,3
Nick Pope,2021-01-12,18,2020,4.0,3.0,3.0,4.0,4.0,3.0,GK,Burnley,54,4
Nicolas Pépé,2021-01-14,18,2020,2.0,2.0,3.0,1.0,3.0,2.0,MID,Arsenal,76,1
Nélson Cabral Semedo,2021-01-12,18,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,54,0
Ola Aina,2021-01-13,18,2020,2.0,3.0,3.0,2.0,2.0,3.0,DEF,Fulham,45,2
Oleksandr Zinchenko,2021-01-13,18,2020,4.0,3.0,3.0,3.0,4.0,4.0,DEF,Man City,55,8
Oliver Burke,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Sheffield Utd,43,1
Oliver Norwood,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,2.0,MID,Sheffield Utd,46,3
Patrick Cutrone,2021-01-12,18,2020,2.0,2.0,2.0,2.0,1.0,2.0,FWD,Wolves,60,1
Paul Dummett,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Newcastle,44,2
Paul Pogba,2021-01-12,18,2020,4.0,4.0,3.0,4.0,4.0,4.0,MID,Man Utd,77,11
Pedro Lomba Neto,2021-01-12,18,2020,4.0,4.0,4.0,4.0,5.0,3.0,MID,Wolves,60,2
Percy Tau,2021-01-13,18,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Brighton,55,2
Phil Foden,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Man City,62,11
Phil Jagielka,2021-01-12,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Sheffield Utd,40,1
Pierre-Emerick Aubameyang,2021-01-14,18,2020,6.0,5.0,4.0,6.0,6.0,4.0,MID,Arsenal,113,3
Pierre-Emile Højbjerg,2021-01-13,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Spurs,49,1
Raheem Sterling,2021-01-13,18,2020,4.0,3.0,3.0,4.0,4.0,4.0,MID,Man City,114,-1
Rayan Ait Nouri,2021-01-12,18,2020,4.0,3.0,3.0,4.0,3.0,3.0,DEF,Wolves,50,6
Reda Khadra,2021-01-13,18,2020,-0.0,2.0,1.0,1.0,0.0,1.0,MID,Brighton,45,1
Rhian Brewster,2021-01-12,18,2020,1.0,2.0,3.0,1.0,2.0,2.0,FWD,Sheffield Utd,45,1
Richarlison de Andrade,2021-01-12,18,2020,2.0,2.0,2.0,4.0,3.0,3.0,FWD,Everton,78,1
Riyad Mahrez,2021-01-13,18,2020,5.0,5.0,5.0,5.0,5.0,5.0,MID,Man City,81,3
Rob Holding,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,45,6
Robbie Brady,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,50,3
Robert Sánchez,2021-01-13,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,GK,Brighton,44,3
Rodrigo Hernandez,2021-01-13,18,2020,4.0,3.0,4.0,3.0,3.0,3.0,MID,Man City,54,3
Romain Saïss,2021-01-12,18,2020,4.0,4.0,3.0,4.0,3.0,3.0,DEF,Wolves,51,1
Ruben Loftus-Cheek,2021-01-13,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Fulham,59,2
Rui Pedro dos Santos Patrício,2021-01-12,18,2020,4.0,3.0,4.0,4.0,4.0,3.0,GK,Wolves,54,1
Ryan Fraser,2021-01-12,18,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Newcastle,56,-2
Rúben Diogo da Silva Neves,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Wolves,52,7
Rúben Santos Gato Alves Dias,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Man City,58,7
Scott McTominay,2021-01-12,18,2020,1.0,2.0,1.0,2.0,1.0,2.0,MID,Man Utd,49,1
Seamus Coleman,2021-01-12,18,2020,0.0,2.0,2.0,1.0,1.0,2.0,DEF,Everton,48,1
Sean Longstaff,2021-01-12,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Newcastle,47,2
Serge Aurier,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Spurs,52,2
Sergio Reguilón,2021-01-13,18,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Spurs,57,8
Solomon March,2021-01-13,18,2020,0.0,2.0,1.0,2.0,1.0,2.0,MID,Brighton,50,1
Tanguy Ndombele,2021-01-13,18,2020,4.0,3.0,4.0,3.0,4.0,4.0,MID,Spurs,59,2
Thomas Partey,2021-01-14,18,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Arsenal,49,1
Tom Davies,2021-01-12,18,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,Everton,52,2
Tosin Adarabioyo,2021-01-13,18,2020,2.0,3.0,2.0,3.0,2.0,3.0,DEF,Fulham,45,2
Tyrick Mitchell,2021-01-14,18,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Crystal Palace,39,8
Vicente Guaita,2021-01-14,18,2020,3.0,3.0,4.0,3.0,3.0,3.0,GK,Crystal Palace,48,10
Wilfried Zaha,2021-01-14,18,2020,4.0,4.0,4.0,5.0,5.0,4.0,MID,Crystal Palace,74,3
Yerry Mina,2021-01-12,18,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Everton,56,2
Aaron Cresswell,2021-01-16,19,2020,4.0,4.0,4.0,4.0,5.0,4.0,DEF,West Ham,54,8
Aaron Cresswell,2021-01-19,19,2020,5.0,5.0,4.0,4.0,5.0,4.0,DEF,West Ham,54,2
Aaron Ramsdale,2021-01-17,19,2020,3.0,4.0,4.0,3.0,3.0,3.0,GK,Sheffield Utd,47,1
Aaron Wan-Bissaka,2021-01-17,19,2020,3.0,2.0,3.0,3.0,4.0,3.0,DEF,Man Utd,54,6
Aaron Wan-Bissaka,2021-01-20,19,2020,4.0,4.0,4.0,4.0,5.0,4.0,DEF,Man Utd,54,2
Aboubakar Kamara,2021-01-16,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Fulham,48,1
Aboubakar Kamara,2021-01-20,19,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Fulham,48,1
Adam Webster,2021-01-16,19,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Brighton,44,5
Adama Traoré,2021-01-16,19,2020,4.0,4.0,4.0,3.0,4.0,3.0,MID,Wolves,61,2
Ademola Lookman,2021-01-16,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Fulham,50,1
Ademola Lookman,2021-01-20,19,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Fulham,50,7
Aleksandar Mitrović,2021-01-20,19,2020,1.0,2.0,3.0,2.0,1.0,2.0,FWD,Fulham,55,1
Alex McCarthy,2021-01-16,19,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Southampton,47,1
