player_name,kickoff_time,GW,season,LR,CBoost,SVR,KNN,MLP,Meta,position,team,value,total_points
Oluwasemilogo Adesewo Ibidapo Ajayi,2020-12-06,11,2020,3.0,2.0,3.0,2.0,3.0,3.0,DEF,West Brom,48,0
Oriol Romeu Vidal,2020-12-07,11,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Southampton,45,1
Pablo Fornals,2020-12-05,11,2020,3.0,4.0,4.0,3.0,4.0,3.0,MID,West Ham,65,2
Pascal Groß,2020-12-07,11,2020,4.0,3.0,4.0,4.0,4.0,4.0,MID,Brighton,58,8
Patrick Bamford,2020-12-05,11,2020,4.0,4.0,4.0,4.0,4.0,4.0,FWD,Leeds,61,8
Patrick van Aanholt,2020-12-06,11,2020,3.0,4.0,3.0,3.0,4.0,4.0,DEF,Crystal Palace,54,5
Paul Pogba,2020-12-05,11,2020,4.0,3.0,3.0,2.0,4.0,3.0,MID,Man Utd,77,10
Pedro Lomba Neto,2020-12-06,11,2020,3.0,3.0,3.0,3.0,3.0,5.0,MID,Wolves,56,2
Pierre-Emerick Aubameyang,2020-12-06,11,2020,5.0,5.0,4.0,5.0,6.0,3.0,MID,Arsenal,115,2
Pierre-Emile Højbjerg,2020-12-06,11,2020,3.0,2.0,3.0,2.0,3.0,3.0,MID,Spurs,49,3
Raheem Sterling,2020-12-05,11,2020,7.0,7.0,5.0,6.0,7.0,4.0,MID,Man City,114,13
Raphael Dias Belloli,2020-12-05,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Leeds,54,1
Rayan Ait Nouri,2020-12-06,11,2020,0.0,1.0,2.0,2.0,1.0,1.0,DEF,Wolves,50,1
Reece James,2020-12-05,11,2020,4.0,5.0,4.0,4.0,5.0,4.0,DEF,Chelsea,52,5
Rhian Brewster,2020-12-06,11,2020,1.0,1.0,2.0,2.0,1.0,2.0,FWD,Sheffield Utd,45,1
Richarlison de Andrade,2020-12-05,11,2020,4.0,5.0,4.0,4.0,4.0,4.0,FWD,Everton,78,7
Riyad Mahrez,2020-12-05,11,2020,6.0,7.0,5.0,5.0,7.0,6.0,MID,Man City,84,4
Rob Holding,2020-12-06,11,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Arsenal,44,1
Robbie Brady,2020-12-05,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,50,10
Roberto Firmino,2020-12-06,11,2020,5.0,5.0,4.0,5.0,5.0,3.0,FWD,Liverpool,92,2
Robin Koch,2020-12-05,11,2020,2.0,2.0,2.0,3.0,2.0,3.0,DEF,Leeds,45,1
Rodrigo Hernandez,2020-12-05,11,2020,4.0,3.0,3.0,3.0,4.0,3.0,MID,Man City,54,3
Rodrigo Moreno,2020-12-05,11,2020,1.0,1.0,2.0,1.0,1.0,2.0,FWD,Leeds,57,1
Romaine Sawyers,2020-12-06,11,2020,2.0,2.0,3.0,2.0,3.0,2.0,MID,West Brom,48,1
Ruben Loftus-Cheek,2020-12-05,11,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Fulham,59,2
Rui Pedro dos Santos Patrício,2020-12-06,11,2020,3.0,3.0,3.0,4.0,4.0,3.0,GK,Wolves,55,1
Ryan Bertrand,2020-12-07,11,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Southampton,50,2
Rúben Diogo da Silva Neves,2020-12-06,11,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Wolves,52,2
Rúben Santos Gato Alves Dias,2020-12-05,11,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Man City,56,6
Sadio Mané,2020-12-06,11,2020,6.0,6.0,5.0,6.0,7.0,4.0,MID,Liverpool,120,6
Sam Johnstone,2020-12-06,11,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,West Brom,45,0
Sander Berge,2020-12-06,11,2020,2.0,2.0,3.0,3.0,3.0,2.0,MID,Sheffield Utd,50,2
Saïd Benrahma,2020-12-05,11,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,West Ham,60,1
Scott McTominay,2020-12-05,11,2020,3.0,2.0,3.0,2.0,3.0,2.0,MID,Man Utd,49,2
Serge Aurier,2020-12-06,11,2020,3.0,3.0,3.0,3.0,4.0,4.0,DEF,Spurs,52,7
Sergio Reguilón,2020-12-06,11,2020,3.0,3.0,4.0,4.0,4.0,3.0,DEF,Spurs,56,6
Solomon March,2020-12-07,11,2020,3.0,3.0,4.0,3.0,4.0,3.0,MID,Brighton,50,2
Steven Bergwijn,2020-12-06,11,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Spurs,70,3
Stuart Armstrong,2020-12-07,11,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Southampton,55,2
Stuart Dallas,2020-12-05,11,2020,2.0,2.0,3.0,3.0,3.0,3.0,DEF,Leeds,45,1
Sébastien Haller,2020-12-05,11,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,West Ham,61,2
Tammy Abraham,2020-12-05,11,2020,3.0,2.0,3.0,3.0,3.0,2.0,FWD,Chelsea,72,1
Tariq Lamptey,2020-12-07,11,2020,4.0,3.0,4.0,3.0,4.0,4.0,DEF,Brighton,48,1
Theo Walcott,2020-12-07,11,2020,4.0,4.0,3.0,3.0,4.0,4.0,MID,Southampton,58,2
Thiago Thiago,2020-12-05,11,2020,4.0,4.0,4.0,3.0,4.0,4.0,DEF,Chelsea,55,2
Thomas Partey,2020-12-06,11,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Arsenal,50,1
Timo Werner,2020-12-05,11,2020,6.0,6.0,4.0,6.0,6.0,4.0,FWD,Chelsea,95,5
Toby Alderweireld,2020-12-06,11,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Spurs,54,6
Tom Cairney,2020-12-05,11,2020,0.0,1.0,1.0,1.0,1.0,2.0,MID,Fulham,53,1
Tomas Soucek,2020-12-05,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Ham,49,8
Tosin Adarabioyo,2020-12-05,11,2020,2.0,1.0,2.0,2.0,2.0,2.0,DEF,Fulham,45,1
Trent Alexander-Arnold,2020-12-06,11,2020,2.0,2.0,2.0,3.0,3.0,2.0,DEF,Liverpool,72,1
Vicente Guaita,2020-12-06,11,2020,4.0,4.0,4.0,4.0,4.0,4.0,GK,Crystal Palace,50,3
Victor Lindelöf,2020-12-05,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,48,2
Vladimir Coufal,2020-12-05,11,2020,3.0,4.0,4.0,3.0,4.0,3.0,DEF,West Ham,46,1
Wesley Fofana,2020-12-06,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leicester,50,2
Wilfred Ndidi,2020-12-06,11,2020,1.0,1.0,2.0,2.0,1.0,1.0,MID,Leicester,48,1
Wilfried Zaha,2020-12-06,11,2020,5.0,5.0,4.0,5.0,5.0,5.0,MID,Crystal Palace,73,18
Willian Borges Da Silva,2020-12-06,11,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Arsenal,76,2
Willy Boly,2020-12-06,11,2020,2.0,2.0,2.0,3.0,2.0,2.0,DEF,Wolves,55,0
Yerry Mina,2020-12-05,11,2020,2.0,3.0,2.0,2.0,3.0,3.0,DEF,Everton,55,2
Youri Tielemans,2020-12-06,11,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Leicester,64,2
Yves Bissouma,2020-12-07,11,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,45,1
Aaron Connolly,2020-12-13,12,2020,1.0,1.0,3.0,2.0,1.0,2.0,FWD,Brighton,53,1
Aaron Cresswell,2020-12-11,12,2020,4.0,4.0,3.0,3.0,4.0,3.0,DEF,West Ham,52,5
Aaron Ramsdale,2020-12-13,12,2020,4.0,3.0,4.0,3.0,4.0,3.0,GK,Sheffield Utd,48,2
Aaron Wan-Bissaka,2020-12-12,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Man Utd,54,6
Abdoulaye Doucouré,2020-12-12,12,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Everton,53,2
Aboubakar Kamara,2020-12-13,12,2020,0.0,1.0,2.0,1.0,1.0,2.0,MID,Fulham,48,1
Adama Traoré,2020-12-12,12,2020,4.0,3.0,3.0,3.0,4.0,3.0,MID,Wolves,62,1
Ademola Lookman,2020-12-13,12,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Fulham,50,4
Ainsley Maitland-Niles,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,DEF,Arsenal,47,1
Alex Iwobi,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Everton,59,3
Alex McCarthy,2020-12-13,12,2020,4.0,4.0,4.0,4.0,5.0,3.0,GK,Southampton,46,6
Alexandre Lacazette,2020-12-13,12,2020,4.0,4.0,3.0,4.0,4.0,3.0,FWD,Arsenal,83,1
Alexis Mac Allister,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Brighton,53,1
Alireza Jahanbakhsh,2020-12-13,12,2020,3.0,2.0,3.0,3.0,3.0,3.0,MID,Brighton,54,1
Alisson Ramses Becker,2020-12-13,12,2020,5.0,4.0,4.0,4.0,5.0,4.0,GK,Liverpool,59,3
Allan Marques Loureiro,2020-12-12,12,2020,2.0,2.0,2.0,2.0,2.0,3.0,MID,Everton,53,3
Alphonse Areola,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,GK,Fulham,45,3
Andrew Robertson,2020-12-13,12,2020,5.0,5.0,4.0,5.0,5.0,3.0,DEF,Liverpool,72,2
Andros Townsend,2020-12-13,12,2020,1.0,1.0,2.0,2.0,1.0,2.0,MID,Crystal Palace,58,1
André Filipe Tavares Gomes,2020-12-12,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Everton,54,1
André-Frank Zambo Anguissa,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Fulham,45,2
Angelo Ogbonna,2020-12-11,12,2020,3.0,4.0,4.0,3.0,3.0,3.0,DEF,West Ham,49,11
Anthony Martial,2020-12-12,12,2020,2.0,2.0,3.0,3.0,3.0,2.0,FWD,Man Utd,87,1
Antonee Robinson,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,2.0,DEF,Fulham,44,2
Anwar El Ghazi,2020-12-12,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Aston Villa,57,7
Ashley Barnes,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,2.0,FWD,Burnley,60,1
Ashley Westwood,2020-12-13,12,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Burnley,53,6
Ayoze Pérez,2020-12-13,12,2020,4.0,4.0,3.0,3.0,4.0,3.0,MID,Leicester,60,3
Bamidele Alli,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Spurs,74,1
Ben Davies,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,DEF,Spurs,47,1
Ben Godfrey,2020-12-12,12,2020,3.0,2.0,2.0,2.0,3.0,2.0,DEF,Everton,50,7
Ben Johnson,2020-12-11,12,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,West Ham,39,1
Ben Mee,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,49,7
Ben White,2020-12-13,12,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Brighton,44,1
Benjamin Chilwell,2020-12-12,12,2020,5.0,5.0,5.0,5.0,5.0,4.0,DEF,Chelsea,62,2
Bernd Leno,2020-12-13,12,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Arsenal,50,2
Bertrand Traoré,2020-12-12,12,2020,3.0,2.0,4.0,3.0,3.0,3.0,MID,Aston Villa,59,3
Billy Gilmour,2020-12-12,12,2020,1.0,1.0,2.0,1.0,0.0,2.0,MID,Chelsea,44,1
Billy Sharp,2020-12-13,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,Sheffield Utd,56,1
Bobby Decordova-Reid,2020-12-13,12,2020,2.0,3.0,3.0,3.0,3.0,3.0,FWD,Fulham,53,9
Branislav Ivanovic,2020-12-12,12,2020,2.0,3.0,3.0,2.0,2.0,3.0,DEF,West Brom,45,0
Bruno Miguel Borges Fernandes,2020-12-12,12,2020,6.0,7.0,7.0,6.0,7.0,5.0,MID,Man Utd,109,3
Bukayo Saka,2020-12-13,12,2020,4.0,4.0,3.0,3.0,4.0,3.0,MID,Arsenal,52,2
Callum Robinson,2020-12-12,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,West Brom,55,1
Callum Wilson,2020-12-12,12,2020,5.0,5.0,4.0,5.0,5.0,4.0,FWD,Newcastle,66,1
Charlie Austin,2020-12-12,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,FWD,West Brom,51,1
Charlie Taylor,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,44,6
Che Adams,2020-12-13,12,2020,4.0,5.0,4.0,4.0,4.0,4.0,FWD,Southampton,60,8
Cheikhou Kouyaté,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Crystal Palace,50,2
Chris Basham,2020-12-13,12,2020,3.0,2.0,3.0,3.0,2.0,3.0,DEF,Sheffield Utd,47,1
Chris Wood,2020-12-13,12,2020,4.0,4.0,4.0,4.0,3.0,3.0,FWD,Burnley,62,2
Christian Benteke,2020-12-13,12,2020,3.0,3.0,4.0,3.0,4.0,3.0,FWD,Crystal Palace,55,2
Christian Fuchs,2020-12-13,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Leicester,45,5
Ciaran Clark,2020-12-12,12,2020,3.0,3.0,4.0,3.0,3.0,3.0,DEF,Newcastle,45,2
Conor Coady,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,50,2
Conor Gallagher,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Brom,55,2
Curtis Jones,2020-12-13,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Liverpool,44,1
Dan Burn,2020-12-13,12,2020,2.0,2.0,3.0,3.0,3.0,2.0,DEF,Brighton,43,0
Daniel Castelo Podence,2020-12-12,12,2020,3.0,3.0,3.0,3.0,4.0,3.0,MID,Wolves,54,2
Daniel Ceballos Fernández,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,3.0,MID,Arsenal,48,1
Daniel N'Lundulu,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,FWD,Southampton,45,1
Danny Ings,2020-12-13,12,2020,5.0,6.0,5.0,5.0,5.0,5.0,FWD,Southampton,83,5
Danny Welbeck,2020-12-13,12,2020,3.0,3.0,4.0,4.0,3.0,4.0,FWD,Brighton,55,2
Dara O'Shea,2020-12-12,12,2020,3.0,2.0,2.0,2.0,2.0,2.0,DEF,West Brom,43,1
Darnell Furlong,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Brom,45,7
David McGoldrick,2020-12-13,12,2020,1.0,1.0,2.0,2.0,1.0,2.0,FWD,Sheffield Utd,53,1
David de Gea,2020-12-12,12,2020,3.0,4.0,4.0,4.0,4.0,3.0,GK,Man Utd,54,6
DeAndre Yedlin,2020-12-12,12,2020,2.0,1.0,2.0,1.0,1.0,2.0,DEF,Newcastle,43,1
Declan Rice,2020-12-11,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,West Ham,48,2
Dennis Praet,2020-12-13,12,2020,1.0,2.0,2.0,2.0,2.0,3.0,MID,Leicester,55,1
Divock Origi,2020-12-13,12,2020,2.0,2.0,2.0,2.0,2.0,2.0,FWD,Liverpool,52,1
Dominic Calvert-Lewin,2020-12-12,12,2020,4.0,4.0,4.0,4.0,6.0,4.0,FWD,Everton,80,5
Douglas Luiz Soares de Paulo,2020-12-12,12,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Aston Villa,49,0
Dwight Gayle,2020-12-12,12,2020,2.0,2.0,3.0,3.0,2.0,3.0,FWD,Newcastle,59,8
Dwight McNeil,2020-12-13,12,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Burnley,57,3
Eberechi Eze,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,58,7
Ederson Santana de Moraes,2020-12-12,12,2020,4.0,3.0,3.0,4.0,4.0,3.0,GK,Man City,60,6
Edouard Mendy,2020-12-12,12,2020,3.0,4.0,4.0,3.0,4.0,4.0,GK,Chelsea,52,3
Edward Nketiah,2020-12-13,12,2020,2.0,1.0,2.0,1.0,1.0,2.0,FWD,Arsenal,55,1
Emil Krafth,2020-12-12,12,2020,4.0,4.0,4.0,4.0,3.0,4.0,DEF,Newcastle,43,2
Emiliano Martínez,2020-12-12,12,2020,3.0,3.0,3.0,4.0,4.0,3.0,GK,Aston Villa,48,11
Enda Stevens,2020-12-13,12,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,51,0
Eric Dier,2020-12-13,12,2020,3.0,4.0,3.0,4.0,3.0,3.0,DEF,Spurs,50,2
Ethan Ampadu,2020-12-13,12,2020,3.0,2.0,3.0,4.0,2.0,2.0,DEF,Sheffield Utd,43,1
Ezgjan Alioski,2020-12-11,12,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Leeds,44,0
Ezri Konsa Ngoyo,2020-12-12,12,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Aston Villa,47,5
Fabio Henrique Tavares,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,54,4
Fabio Silva,2020-12-12,12,2020,4.0,3.0,4.0,3.0,4.0,3.0,FWD,Wolves,52,2
Fabián Balbuena,2020-12-11,12,2020,3.0,4.0,4.0,3.0,3.0,3.0,DEF,West Ham,44,2
Fernando Luiz Rosa,2020-12-12,12,2020,3.0,2.0,3.0,2.0,3.0,3.0,DEF,Man City,54,5
Fernando Marçal,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,48,2
Ferran Torres,2020-12-12,12,2020,2.0,2.0,3.0,3.0,2.0,2.0,MID,Man City,69,1
Filip Krovinovic,2020-12-12,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,West Brom,50,2
Frederico Rodrigues de Paula Santos,2020-12-12,12,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Man Utd,53,3
Gabriel Fernando de Jesus,2020-12-12,12,2020,5.0,4.0,4.0,5.0,4.0,4.0,FWD,Man City,93,2
Gabriel Magalhães,2020-12-13,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Arsenal,51,2
Gary Cahill,2020-12-13,12,2020,2.0,2.0,3.0,2.0,3.0,2.0,DEF,Crystal Palace,45,2
George Baldock,2020-12-13,12,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,51,1
Georginio Wijnaldum,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,53,6
Giovani Lo Celso,2020-12-13,12,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Spurs,69,1
Granit Xhaka,2020-12-13,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Arsenal,52,-2
Gylfi Sigurdsson,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Everton,68,11
Harrison Reed,2020-12-13,12,2020,-0.0,1.0,1.0,1.0,0.0,2.0,MID,Fulham,44,1
Harry Kane,2020-12-13,12,2020,6.0,7.0,5.0,5.0,7.0,5.0,FWD,Spurs,109,9
Harry Maguire,2020-12-12,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Man Utd,54,5
Harvey Barnes,2020-12-13,12,2020,2.0,2.0,3.0,3.0,2.0,3.0,MID,Leicester,69,1
Heung-Min Son,2020-12-13,12,2020,6.0,6.0,5.0,6.0,7.0,5.0,MID,Spurs,96,5
Hugo Lloris,2020-12-13,12,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,Spurs,55,3
Héctor Bellerín,2020-12-13,12,2020,3.0,4.0,3.0,4.0,4.0,3.0,DEF,Arsenal,52,1
Hélder Wander Sousa de Azevedo e Costa,2020-12-11,12,2020,2.0,1.0,2.0,2.0,2.0,2.0,MID,Leeds,54,1
Ibrahima Diallo,2020-12-13,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Southampton,45,1
Illan Meslier,2020-12-11,12,2020,4.0,3.0,3.0,3.0,4.0,3.0,GK,Leeds,46,3
Isaac Hayden,2020-12-12,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Newcastle,48,2
Ivan Ricardo Neves Abreu Cavaleiro,2020-12-13,12,2020,3.0,3.0,4.0,2.0,3.0,3.0,MID,Fulham,53,2
Jack Grealish,2020-12-12,12,2020,5.0,5.0,5.0,5.0,6.0,5.0,MID,Aston Villa,77,2
Jack Harrison,2020-12-11,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Leeds,54,1
Jacob Murphy,2020-12-12,12,2020,2.0,1.0,3.0,1.0,2.0,2.0,MID,Newcastle,49,4
Jacob Ramsey,2020-12-12,12,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Aston Villa,45,3
Jairo Riedewald,2020-12-13,12,2020,-0.0,1.0,2.0,1.0,1.0,2.0,MID,Crystal Palace,44,1
Jamal Lewis,2020-12-12,12,2020,4.0,4.0,4.0,4.0,4.0,3.0,DEF,Newcastle,43,1
James Justin,2020-12-13,12,2020,4.0,4.0,3.0,3.0,4.0,3.0,DEF,Leicester,49,11
James Maddison,2020-12-13,12,2020,4.0,4.0,4.0,3.0,4.0,3.0,MID,Leicester,70,16
James McArthur,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,3.0,MID,Crystal Palace,53,2
James Tarkowski,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,53,6
James Ward-Prowse,2020-12-13,12,2020,4.0,4.0,4.0,4.0,4.0,3.0,MID,Southampton,62,3
Jamie Shackleton,2020-12-11,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,Leeds,48,1
Jamie Vardy,2020-12-13,12,2020,6.0,6.0,5.0,5.0,6.0,5.0,FWD,Leicester,103,13
Jan Bednarek,2020-12-13,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Southampton,45,12
Jannik Vestergaard,2020-12-13,12,2020,3.0,4.0,4.0,3.0,4.0,3.0,DEF,Southampton,48,7
Jarrod Bowen,2020-12-11,12,2020,4.0,5.0,4.0,3.0,4.0,4.0,MID,West Ham,63,5
Jay Rodriguez,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Burnley,58,1
Jeffrey Schlupp,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,54,9
Joachim Andersen,2020-12-13,12,2020,2.0,2.0,2.0,2.0,2.0,2.0,DEF,Fulham,45,1
Joe Bryan,2020-12-13,12,2020,0.0,1.0,1.0,1.0,1.0,2.0,DEF,Fulham,47,1
Joel Matip,2020-12-13,12,2020,4.0,4.0,3.0,4.0,3.0,4.0,DEF,Liverpool,54,1
Joelinton Cássio Apolinário de Lira,2020-12-12,12,2020,4.0,4.0,4.0,3.0,4.0,3.0,FWD,Newcastle,57,5
John Egan,2020-12-13,12,2020,3.0,2.0,3.0,2.0,2.0,3.0,DEF,Sheffield Utd,48,1
John Fleck,2020-12-13,12,2020,3.0,2.0,3.0,2.0,2.0,3.0,MID,Sheffield Utd,56,2
John McGinn,2020-12-12,12,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Aston Villa,55,5
John Stones,2020-12-12,12,2020,3.0,2.0,3.0,3.0,2.0,3.0,DEF,Man City,48,8
Jonjo Shelvey,2020-12-12,12,2020,4.0,4.0,4.0,4.0,3.0,4.0,MID,Newcastle,53,2
Jonjoe Kenny,2020-12-12,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,DEF,Everton,43,1
Jonny Evans,2020-12-13,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,DEF,Leicester,55,5
Jordan Henderson,2020-12-13,12,2020,4.0,3.0,3.0,3.0,3.0,3.0,MID,Liverpool,54,2
Jordan Pickford,2020-12-12,12,2020,3.0,3.0,4.0,4.0,3.0,3.0,GK,Everton,49,9
Josh Brownhill,2020-12-13,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,49,3
João Filipe Iria Santos Moutinho,2020-12-12,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Wolves,52,-1
João Pedro Cavaco Cancelo,2020-12-12,12,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Man City,55,6
Joël Veltman,2020-12-13,12,2020,2.0,2.0,3.0,3.0,3.0,3.0,DEF,Brighton,43,1
Kai Havertz,2020-12-12,12,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Chelsea,83,2
Kalvin Phillips,2020-12-11,12,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Leeds,49,2
Kamil Grosicki,2020-12-12,12,2020,1.0,1.0,2.0,1.0,1.0,2.0,MID,West Brom,53,1
Karl Darlow,2020-12-12,12,2020,5.0,4.0,4.0,4.0,5.0,3.0,GK,Newcastle,50,2
Karlan Grant,2020-12-12,12,2020,4.0,3.0,3.0,3.0,3.0,3.0,FWD,West Brom,59,1
Kasper Schmeichel,2020-12-13,12,2020,4.0,5.0,4.0,4.0,4.0,3.0,GK,Leicester,55,7
Kevin De Bruyne,2020-12-12,12,2020,6.0,5.0,7.0,6.0,6.0,4.0,MID,Man City,118,3
Kieran Gibbs,2020-12-12,12,2020,1.0,1.0,1.0,1.0,0.0,2.0,DEF,West Brom,43,1
Kieran Tierney,2020-12-13,12,2020,4.0,4.0,3.0,4.0,3.0,3.0,DEF,Arsenal,54,2
Kurt Zouma,2020-12-12,12,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Chelsea,57,2
Kyle Walker,2020-12-12,12,2020,4.0,3.0,3.0,4.0,4.0,3.0,DEF,Man City,62,7
Kyle Walker-Peters,2020-12-13,12,2020,4.0,4.0,4.0,3.0,4.0,3.0,DEF,Southampton,46,6
Leander Dendoncker,2020-12-12,12,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Wolves,48,2
Lewis Dunk,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,3.0,DEF,Brighton,48,1
Liam Cooper,2020-12-11,12,2020,2.0,2.0,2.0,3.0,2.0,3.0,DEF,Leeds,44,1
Luka Milivojevic,2020-12-13,12,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Crystal Palace,56,1
Lukasz Fabianski,2020-12-11,12,2020,4.0,4.0,4.0,4.0,4.0,3.0,GK,West Ham,51,3
Luke Ayling,2020-12-11,12,2020,3.0,2.0,3.0,3.0,3.0,3.0,DEF,Leeds,45,1
Luke Shaw,2020-12-12,12,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man Utd,48,9
Lys Mousset,2020-12-13,12,2020,1.0,1.0,2.0,2.0,1.0,2.0,FWD,Sheffield Utd,58,1
Marc Albrighton,2020-12-13,12,2020,3.0,4.0,3.0,3.0,3.0,3.0,MID,Leicester,53,3
Marcus Rashford,2020-12-12,12,2020,5.0,5.0,4.0,4.0,5.0,4.0,MID,Man Utd,94,3
Mario Lemina,2020-12-13,12,2020,2.0,2.0,2.0,2.0,2.0,2.0,MID,Fulham,45,1
Mark Noble,2020-12-11,12,2020,2.0,2.0,2.0,1.0,1.0,2.0,MID,West Ham,47,0
