,player_name,GW,kickoff_time,total_points,goals_scored,goals_conceded,assists,clean_sheets,penalties_saved,saves,own_goals,red_cards,yellow_cards,minutes,value,bonus,bps,influence,creativity,threat,ict_index,key_passes,xG,xA,npg,npxG,xGChain,xGBuildup,position_DEF,position_FWD,position_MID,team_h_Arsenal,team_h_Manchester City,team_h_Newcastle
115,Ashley Barnes,1,2019-08-10,13,2,0,0,1,0,0,0,0,0,83,65,3,58,71.4,1.8,89.0,16.2,0,0.7244968414306641,0.0,2,0.7244968414306641,0.7244968414306641,0.0,0,1,0,0,0,0
116,Aaron Lennon,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,6,50,0,3,2.0,0.0,0.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
117,José Ignacio Peleteiro Romallo,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,31,60,0,1,3.6,0.8,0.0,0.4,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
118,Victor Lindelöf,1,2019-08-11,5,0,0,0,1,0,0,0,0,1,90,55,0,24,19.0,0.1,0.0,1.9,0,0.0,0.0,0,0.0,0.08496686071157455,0.08496686071157455,1,0,0,0,0,0
119,Scott McTominay,1,2019-08-11,3,0,0,0,1,0,0,0,0,0,90,50,0,11,8.0,1.2,2.0,1.1,0,0.0,0.0,0,0.0,0.7564463019371033,0.7564463019371033,0,0,1,0,0,0
120,Paul Pogba,1,2019-08-11,9,0,0,2,1,0,0,0,0,0,90,85,0,30,43.2,47.8,6.0,9.7,4,0.05561231076717377,0.7008764147758484,0,0.05561231076717377,0.6850294470787048,0.5444502830505371,0,0,1,0,0,0
121,Mason Greenwood,1,2019-08-11,1,0,0,0,0,0,0,0,0,0,4,45,0,3,0.0,0.6,18.0,1.9,0,0.11503136157989502,0.0,0,0.11503136157989502,0.11503136157989502,0.0,0,1,0,0,0,0
122,Marcus Rashford,1,2019-08-11,13,2,0,0,1,0,0,0,0,0,85,85,3,53,71.8,4.9,58.0,13.5,0,1.3030972480773926,0.0,1,0.5419284701347351,1.1517746448516846,0.6098462343215942,0,1,0,0,0,0
123,Luke Shaw,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,55,0,27,16.0,3.0,2.0,2.1,0,0.0,0.0,0,0.0,0.14057916402816772,0.14057916402816772,1,0,0,0,0,0
124,Juan Mata,1,2019-08-11,1,0,0,0,0,0,0,0,0,0,4,65,0,3,0.0,0.9,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
125,Jesse Lingard,1,2019-08-11,2,0,0,0,1,0,0,0,0,1,85,65,0,2,1.2,13.3,2.0,1.7,1,0.0,0.031568706035614014,0,0.0,1.0129903554916382,0.9814215898513794,0,0,1,0,0,0
126,Harry Maguire,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,55,0,29,34.8,10.8,8.0,5.4,1,0.0,0.05784353613853455,0,0.0,0.6676897406578064,0.6098462343215942,1,0,0,0,0,0
127,Moritz Leitner,1,2019-08-09,0,0,0,0,0,0,0,0,0,1,32,45,0,-3,1.2,1.2,4.0,0.6,0,0.0486493855714798,0.0,0,0.0486493855714798,0.0486493855714798,0.0,0,0,1,0,0,0
128,David de Gea,1,2019-08-11,10,0,0,0,1,0,7,0,0,0,90,55,2,34,43.0,0.0,0.0,4.3,0,0.0,0.0,0,0.0,0.08496686071157455,0.08496686071157455,0,0,0,0,0,0
129,Anthony Martial,1,2019-08-11,7,1,0,0,1,0,0,0,0,1,90,75,0,19,39.2,18.3,71.0,12.9,1,0.7688590884208679,0.05561231076717377,1,0.7688590884208679,0.9395027160644532,0.11503136157989502,0,0,1,0,0,0
130,Andreas Pereira,1,2019-08-11,6,0,0,1,1,0,0,0,0,0,73,50,0,22,22.0,20.1,4.0,4.6,1,0.0,0.6098462343215942,0,0.0,0.9814215898513794,0.3715753853321075,0,0,1,0,0,0
131,Aaron Wan-Bissaka,1,2019-08-11,8,0,0,0,1,0,0,0,0,0,90,55,2,34,30.4,16.1,2.0,4.9,1,0.0,0.11503136157989502,0,0.0,0.4866067171096802,0.3715753853321075,1,0,0,0,0,0
132,Felipe Anderson Pereira Gomes,1,2019-08-10,1,0,2,0,0,0,0,0,0,1,65,70,0,0,3.8,1.6,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
133,Javier Hernández Balcázar,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,24,60,0,-2,1.6,1.0,18.0,2.1,0,0.5824531316757202,0.0,0,0.5824531316757202,0.5953267812728882,0.07047868520021439,0,1,0,0,0,0
134,Ederson Santana de Moraes,1,2019-08-10,7,0,0,0,1,0,3,0,0,0,90,60,0,26,28.8,0.0,0.0,2.9,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
135,Rodrigo Hernandez,1,2019-08-10,3,0,0,0,1,0,0,0,0,0,90,55,0,15,12.2,3.1,0.0,1.5,0,0.0,0.0,0,0.0,0.6857623457908629,0.6857623457908629,0,0,1,0,0,0
136,Wesley Moraes,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,73,60,0,2,5.0,1.1,17.0,2.3,0,0.02865377813577652,0.0,0,0.02865377813577652,0.0,0.0,0,1,0,0,0,0
137,Mahmoud Ahmed Ibrahim Hassan,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,58,55,0,4,16.4,14.4,35.0,6.6,1,0.26747310161590576,0.02865377813577652,0,0.26747310161590576,0.26747310161590576,0.0,0,0,1,0,0,0
138,Daniel James,1,2019-08-11,6,1,0,0,0,0,0,0,0,0,16,60,0,21,33.0,0.5,17.0,5.1,0,0.13182462751865387,0.0,1,0.13182462751865387,0.13182462751865387,0.0,0,0,1,0,0,0
139,Onel Hernández,1,2019-08-09,1,0,0,0,0,0,0,0,0,0,20,55,0,0,0.0,0.6,22.0,2.1,0,0.04924019798636437,0.0,0,0.04924019798636437,0.05823866650462151,0.008998467586934565,0,0,1,0,0,0
140,Teemu Pukki,1,2019-08-09,7,1,4,0,0,0,0,0,0,0,82,65,1,32,39.2,21.2,41.0,10.1,2,0.4644773006439209,0.1149456426501274,1,0.4644773006439209,0.5794229507446289,0.0,0,1,0,0,0,0
141,Tim Krul,1,2019-08-09,1,0,4,0,0,0,4,0,0,0,90,45,0,19,30.4,0.0,0.0,3.0,0,0.0,0.0,0,0.0,0.054997265338897705,0.054997265338897705,0,0,0,0,0,0
142,Reiss Nelson,1,2019-08-11,2,0,0,0,1,0,0,0,0,1,70,55,0,10,11.2,28.8,4.0,4.4,2,0.0,0.03779253736138344,0,0.0,0.19625121355056765,0.19625121355056765,0,0,1,0,0,1
143,Pierre-Emerick Aubameyang,1,2019-08-11,6,1,0,0,1,0,0,0,0,0,90,110,0,25,37.4,6.5,106.0,15.0,0,0.7120517492294312,0.0,1,0.7120517492294312,0.7120517492294312,0.0,0,1,0,0,0,1
144,Nacho Monreal,1,2019-08-11,7,0,0,0,1,0,0,0,0,0,90,50,1,27,14.0,15.6,4.0,3.4,1,0.0,0.3383611738681793,0,0.0,0.3383611738681793,0.3383611738681793,1,0,0,0,0,1
145,Matteo Guendouzi,1,2019-08-11,3,0,0,0,1,0,0,0,0,0,90,45,0,15,21.2,14.4,0.0,3.6,1,0.0,0.0774713009595871,0,0.0,0.4158324897289276,0.3383611738681793,0,0,1,0,0,1
146,Henrikh Mkhitaryan,1,2019-08-11,2,0,0,0,1,0,0,0,0,1,83,70,0,0,0.2,19.4,22.0,4.2,1,0.3383611738681793,0.14748425781726834,0,0.3383611738681793,0.5633167624473572,0.0774713009595871,0,0,1,0,0,1
147,Granit Xhaka,1,2019-08-11,2,0,0,0,1,0,0,0,0,1,90,55,0,11,15.8,24.2,5.0,4.5,2,0.03779253736138344,0.09364955127239227,0,0.03779253736138344,0.5794950127601624,0.5346124172210693,0,0,1,0,0,1
148,Calum Chambers,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,45,0,26,15.0,0.2,0.0,1.5,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,1
149,Bernd Leno,1,2019-08-11,7,0,0,0,1,0,2,0,0,0,90,50,1,27,18.0,0.0,0.0,1.8,0,0.0,0.0,0,0.0,0.3871281147003174,0.3871281147003174,0,0,0,0,0,1
150,Ainsley Maitland-Niles,1,2019-08-11,12,0,0,1,1,0,0,0,0,0,90,50,3,38,38.4,12.3,0.0,5.1,1,0.0,0.4383292496204376,0,0.0,0.7766904234886169,0.3383611738681793,1,0,0,0,0,1
151,José Holebas,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,50,0,7,12.6,3.8,0.0,1.6,0,0.0,0.0,0,0.0,0.029757287353277206,0.029757287353277206,1,0,0,0,0,0
152,Oriol Romeu Vidal,1,2019-08-10,2,0,3,0,0,0,0,0,0,0,90,45,0,8,8.8,12.6,11.0,3.2,1,0.047119706869125366,0.06788909435272218,0,0.047119706869125366,0.06788909435272218,0.0,0,0,1,0,0,0
153,Riyad Mahrez,1,2019-08-10,14,0,0,3,1,0,0,0,0,0,90,85,2,45,52.6,51.2,39.0,14.3,4,0.4267539978027344,1.1872620582580566,0,0.4267539978027344,2.175405263900757,0.6497796773910522,0,0,1,0,0,0
154,Raheem Sterling,1,2019-08-10,20,3,0,0,1,0,0,0,0,1,90,120,3,55,103.6,12.7,74.0,19.0,0,1.5892468690872192,0.0,3,1.5892468690872192,1.9026799201965328,0.313433051109314,0,0,1,0,0,0
155,Phil Foden,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,10,55,0,3,1.0,0.4,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
156,Oleksandr Zinchenko,1,2019-08-10,6,0,0,0,1,0,0,0,0,0,90,55,0,26,17.8,25.0,1.0,4.4,1,0.07983990013599396,0.040737271308898926,0,0.07983990013599396,0.7362647056579591,0.6564247608184814,1,0,0,0,0,0
157,Kyle Walker,1,2019-08-10,8,0,0,1,1,0,0,0,0,1,90,60,0,33,27.4,23.3,20.0,7.1,2,0.04248353838920593,0.17012257874011993,0,0.04248353838920593,0.2250719517469406,0.2250719517469406,1,0,0,0,0,0
158,Kevin De Bruyne,1,2019-08-10,7,0,0,1,1,0,0,0,0,0,78,95,1,37,37.8,37.4,27.0,10.2,3,0.048480585217475884,0.8348922729492188,0,0.048480585217475884,1.0174806118011477,0.18258841335773468,0,0,1,0,0,0
159,John Stones,1,2019-08-10,6,0,0,0,1,0,0,0,0,0,90,55,0,33,18.8,0.8,0.0,2.0,0,0.0,0.0,0,0.0,0.1618015170097351,0.1618015170097351,1,0,0,0,0,0
160,Ilkay Gündogan,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,11,55,0,3,1.2,3.8,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
161,David Silva,1,2019-08-10,3,0,0,0,1,0,0,0,0,0,79,75,0,11,7.2,32.3,17.0,5.7,2,0.029337543994188312,0.12832048535346985,0,0.029337543994188312,0.8290623426437378,0.6714043617248535,0,0,1,0,0,0
162,Sergio Agüero,1,2019-08-10,5,1,0,0,0,0,0,0,0,0,21,120,0,27,33.4,0.3,17.0,5.1,0,0.7611320614814758,0.0,0,0.0,0.5830137729644775,0.5830137729644775,0,1,0,0,0,0
163,Steve Cook,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,90,50,0,12,14.2,0.1,4.0,1.8,0,0.05648605525493624,0.0,0,0.05648605525493624,0.0,0.0,1,0,0,0,0,0
164,Gerard Deulofeu,1,2019-08-10,1,0,1,0,0,0,0,0,0,0,45,65,0,1,0.0,5.5,3.0,0.6,0,0.029757287353277206,0.0,0,0.029757287353277206,0.1097937673330307,0.08003648370504379,0,1,0,0,0,0
165,Craig Dawson,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,50,0,13,21.2,0.4,37.0,5.9,0,0.23099616169929504,0.0,0,0.23099616169929504,0.1097937673330307,0.1097937673330307,1,0,0,0,0,0
166,Todd Cantwell,1,2019-08-09,2,0,4,0,0,0,0,0,0,0,90,45,0,10,15.6,33.9,2.0,5.2,3,0.0,0.14388541877269745,0,0.0,0.2434575706720352,0.1534125655889511,0,0,1,0,0,0
167,Tom Trybull,1,2019-08-09,2,0,4,0,0,0,0,0,0,0,69,45,0,11,4.4,0.6,4.0,0.9,0,0.021541999652981758,0.0,0,0.021541999652981758,0.09957214444875716,0.09957214444875716,0,0,1,0,0,0
168,Virgil van Dijk,1,2019-08-09,8,1,1,0,0,0,0,0,0,0,90,65,0,27,52.4,0.8,21.0,7.4,0,0.10531551390886308,0.0,1,0.10531551390886308,0.1266910284757614,0.1266910284757614,1,0,0,0,0,0
169,Trent Alexander-Arnold,1,2019-08-09,5,0,1,1,0,0,0,0,0,0,90,70,0,24,35.6,36.3,12.0,8.4,3,0.1754923015832901,1.0557014942169192,0,0.1754923015832901,1.2044261693954468,0.1266910284757614,1,0,0,0,0,0
170,Sadio Mané,1,2019-08-09,1,0,0,0,0,0,0,0,0,0,16,115,0,3,1.2,1.3,6.0,0.9,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
171,Roberto Firmino,1,2019-08-09,5,0,1,1,0,0,0,0,0,0,85,95,0,26,24.6,14.8,66.0,10.5,1,0.9384540915489196,0.3668168783187866,0,0.9384540915489196,1.3052710294723509,0.0,0,1,0,0,0,0
172,Mohamed Salah,1,2019-08-09,12,1,1,1,0,0,0,0,0,0,90,125,2,40,54.8,39.7,39.0,13.4,3,0.44480910897254944,0.3061136603355408,1,0.44480910897254944,1.5892646312713623,0.9436573982238772,0,0,1,0,0,0
173,Joseph Gomez,1,2019-08-09,2,0,1,0,0,0,0,0,0,0,90,55,0,10,14.0,11.8,0.0,2.6,1,0.0,0.02203359641134739,0,0.0,0.02203359641134739,0.0,1,0,0,0,0,0
174,Jordan Henderson,1,2019-08-09,2,0,1,0,0,0,0,0,0,0,90,55,0,12,12.2,6.2,41.0,5.9,0,0.232212707400322,0.0,0,0.232212707400322,0.5857414603233337,0.3535287380218506,0,0,1,0,0,0
175,Etienne Capoue,1,2019-08-10,2,0,3,0,0,0,0,0,0,0,90,50,0,7,8.2,2.6,1.0,1.2,0,0.010965155437588692,0.0,0,0.010965155437588692,0.010965155437588692,0.0,0,0,1,0,0,0
176,James Milner,1,2019-08-09,1,0,0,0,0,0,0,0,0,0,4,55,0,3,0.2,0.3,0.0,0.1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
177,Divock Origi,1,2019-08-09,12,1,1,1,0,0,0,0,0,0,73,55,3,46,45.4,26.4,21.0,9.3,2,0.25825226306915283,0.18047019839286804,1,0.25825226306915283,0.5442441105842589,0.232212707400322,0,1,0,0,0,0
178,Andrew Robertson,1,2019-08-09,2,0,1,0,0,0,0,0,0,0,90,70,0,15,12.4,24.7,7.0,4.4,1,0.06685501337051393,0.04572838544845581,0,0.06685501337051393,0.3214750587940216,0.2219675034284592,1,0,0,0,0,0
179,Ahmed El Mohamady,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,45,0,10,13.4,1.0,0.0,1.4,0,0.0,0.0,0,0.0,0.1379205286502838,0.1379205286502838,1,0,0,0,0,0
180,Bjorn Engels,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,45,0,12,27.8,0.0,0.0,2.8,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
181,Douglas Luiz Soares de Paulo,1,2019-08-10,1,0,2,0,0,0,0,0,0,0,8,45,0,3,11.6,10.0,0.0,2.2,1,0.0,0.041953518986701965,0,0.0,0.041953518986701965,0.0,0,0,1,0,0,0
182,Abdoulaye Doucouré,1,2019-08-10,0,0,3,0,0,0,0,1,0,0,90,60,0,7,4.4,23.1,2.0,3.0,2,0.0,0.1097937673330307,0,0.0,0.1097937673330307,0.0,0,0,1,0,0,0
183,Andre Gray,1,2019-08-10,2,0,2,0,0,0,0,0,0,0,74,60,0,3,1.4,2.5,17.0,2.1,0,0.10010611265897752,0.0,0,0.10010611265897752,0.12986339628696442,0.029757287353277206,0,1,0,0,0,0
184,Ben Foster,1,2019-08-10,1,0,3,0,0,0,1,0,0,0,90,50,0,9,10.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
185,Craig Cathcart,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,45,0,10,10.4,0.3,0.0,1.1,0,0.0,0.0,0,0.0,0.029757287353277206,0.029757287353277206,1,0,0,0,0,0
186,Georginio Wijnaldum,1,2019-08-09,2,0,1,0,0,0,0,0,0,0,90,55,0,11,3.8,5.2,2.0,1.1,0,0.0,0.0,0,0.0,0.3849433064460753,0.3849433064460753,0,0,1,0,0,0
187,Ryan Fraser,1,2019-08-10,1,0,1,0,0,0,0,0,0,1,90,75,0,0,1.6,24.7,5.0,3.1,1,0.10296127200126648,0.038752660155296326,0,0.10296127200126648,0.0,0.0,0,0,1,0,0,0
188,Fabio Henrique Tavares,1,2019-08-09,2,0,1,0,0,0,0,0,0,0,90,55,0,18,25.6,11.8,7.0,4.4,1,0.0147264264523983,0.07799225300550461,0,0.0147264264523983,0.6784601211547852,0.5857414603233337,0,0,1,0,0,0
189,Dan Burn,1,2019-08-10,6,0,0,0,1,0,0,0,0,0,90,45,0,23,13.8,1.3,1.0,1.6,0,0.017100946977734566,0.0,0,0.017100946977734566,0.4698426723480225,0.4527417421340942,1,0,0,0,0,0
190,Neal Maupay,1,2019-08-10,6,1,0,0,0,0,0,0,0,0,26,60,1,27,34.2,2.8,19.0,5.6,0,0.3946564495563507,0.0,1,0.3946564495563507,0.3946564495563507,0.0,0,1,0,0,0,0
191,Pascal Groß,1,2019-08-10,6,0,0,1,1,0,0,0,0,0,90,65,0,16,6.2,10.9,4.0,2.1,0,0.0,0.0,0,0.0,0.05808527395129204,0.05808527395129204,0,0,1,0,0,0
192,Emerson Palmieri dos Santos,1,2019-08-11,0,0,4,0,0,0,0,0,0,0,90,55,0,8,23.2,19.7,47.0,9.0,1,0.3673880398273468,0.2794972658157349,0,0.3673880398273468,0.7179010510444641,0.09889751672744752,1,0,0,0,0,0
193,Conor Coady,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,50,0,20,10.0,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
194,Diogo Jota,1,2019-08-11,2,0,0,0,1,0,0,0,0,0,75,65,0,4,1.6,12.3,25.0,3.9,1,0.4161271452903748,0.05563770607113838,0,0.4161271452903748,0.471764862537384,0.0,0,1,0,0,0,0
195,Leander Dendoncker,1,2019-08-11,3,0,0,0,1,0,0,0,0,0,90,45,0,13,17.8,21.9,23.0,6.3,2,0.15749020874500275,0.11218187212944032,0,0.15749020874500275,0.3832355439662933,0.21541595458984367,0,0,1,0,0,0
196,Matt Doherty,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,60,0,16,0.0,1.8,0.0,0.2,0,0.0,0.0,0,0.0,0.06395632028579712,0.06395632028579712,1,0,0,0,0,0
197,Patrick Cutrone,1,2019-08-11,1,0,0,0,0,0,0,0,0,0,14,60,0,-1,5.4,0.0,0.0,0.5,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
198,Raúl Jiménez,1,2019-08-11,2,0,0,0,1,0,0,0,0,0,90,75,0,10,18.8,12.2,30.0,6.1,1,0.21541595458984367,0.30394527316093445,0,0.21541595458984367,0.5193611979484558,0.0,0,1,0,0,0,0
199,Martín Montoya,1,2019-08-10,6,0,0,0,1,0,0,0,0,0,90,45,0,21,13.0,12.6,2.0,2.8,1,0.0,0.05808527395129204,0,0.0,0.4226815104484558,0.4226815104484558,1,0,0,0,0,0
200,Ryan Bennett,1,2019-08-11,6,0,0,0,1,0,0,0,0,0,90,50,0,22,9.0,0.4,8.0,1.7,0,0.02391529269516468,0.0,0,0.02391529269516468,0.06395632028579712,0.06395632028579712,1,0,0,0,0,0
201,Jonathan Castro Otto,1,2019-08-11,5,0,0,0,1,0,0,0,0,1,90,55,0,18,18.0,12.3,0.0,3.0,1,0.0,0.044236738234758384,0,0.0,0.09987444430589676,0.05563770607113838,1,0,0,0,0,0
202,Shane Duffy,1,2019-08-10,6,0,0,0,1,0,0,0,0,0,90,50,0,26,22.6,0.2,2.0,2.5,0,0.0,0.0,0,0.0,0.3946564495563507,0.3946564495563507,1,0,0,0,0,0
203,Nathan Aké,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,90,50,0,19,16.4,21.7,22.0,6.0,2,0.1466239094734192,0.8119425773620605,0,0.1466239094734192,0.014039821922779085,0.0,1,0,0,0,0,0
204,Philip Billing,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,90,50,0,15,23.4,24.3,10.0,5.8,2,0.043391212821006775,0.1862698346376419,0,0.043391212821006775,0.09898212552070618,0.0,0,0,1,0,0,0
205,Ricardo Domingos Barbosa Pereira,1,2019-08-11,9,0,0,0,1,0,0,0,0,0,90,60,3,32,23.4,26.2,9.0,5.9,2,0.011931764893233776,0.04196345433592796,0,0.011931764893233776,0.14921000599861145,0.14921000599861145,1,0,0,0,0,0
206,Jefferson Lerma,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,90,50,0,13,12.0,3.3,9.0,2.4,0,0.04808152467012405,0.0,0,0.04808152467012405,0.04808152467012405,0.0,0,0,1,0,0,0
207,Jorge Luiz Frello Filho,1,2019-08-11,1,0,3,0,0,0,0,0,0,1,72,50,0,10,6.2,4.3,8.0,1.9,0,0.03904129564762116,0.0,0,0.03904129564762116,0.15301743149757385,0.1139761358499527,0,0,1,0,0,0
208,Kepa Arrizabalaga,1,2019-08-11,0,0,4,0,0,0,1,0,0,0,90,55,0,9,7.0,0.0,0.0,0.7,0,0.0,0.0,0,0.0,0.04707280918955803,0.04707280918955803,0,0,0,0,0,0
209,Pedro Rodríguez Ledesma,1,2019-08-11,2,0,4,0,0,0,0,0,0,0,90,70,0,18,20.8,55.3,23.0,9.9,5,0.34290188550949097,0.16057099401950836,0,0.34290188550949097,0.5034728646278381,0.0,0,0,1,0,0,0
210,Willy Boly,1,2019-08-11,9,0,0,0,1,0,0,0,0,0,90,50,3,32,25.2,0.3,4.0,3.0,0,0.0,0.0,0,0.0,0.044236738234758384,0.044236738234758384,1,0,0,0,0,0
211,Andros Townsend,1,2019-08-10,3,0,0,0,1,0,0,0,0,0,90,60,0,14,10.0,11.7,0.0,2.2,1,0.0,0.0866408720612526,0,0.0,0.0866408720612526,0.0866408720612526,0,0,1,0,0,0
212,Lewis Dunk,1,2019-08-10,11,0,0,1,1,0,0,0,0,1,90,45,3,41,35.6,13.3,2.0,5.1,1,0.0,0.3946564495563507,0,0.0,0.3946564495563507,0.3946564495563507,1,0,0,0,0,0
213,Glenn Murray,1,2019-08-10,2,0,0,0,1,0,0,0,0,0,63,60,0,0,4.2,3.1,4.0,1.1,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
214,Dominic Solanke,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,1,55,0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
215,Diego Rico,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,90,40,0,13,21.0,16.6,3.0,4.1,1,0.013739189133048058,0.02280767261981964,0,0.013739189133048058,0.0,0.0,1,0,0,0,0,0
216,Tyrone Mings,1,2019-08-10,6,0,3,1,0,0,0,0,0,0,90,45,2,31,72.6,10.0,0.0,8.3,1,0.0,0.2712368071079254,0,0.0,0.2712368071079254,0.2712368071079254,1,0,0,0,0,0
217,Tom Heaton,1,2019-08-10,2,0,3,0,0,0,3,0,0,0,90,45,0,15,24.2,0.0,0.0,2.4,0,0.0,0.0,0,0.0,0.2712368071079254,0.2712368071079254,0,0,0,0,0,0
218,Neil Taylor,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,45,0,13,24.2,1.0,0.0,2.5,0,0.0,0.0,0,0.0,0.2712368071079254,0.2712368071079254,1,0,0,0,0,0
219,Jonathan Kodjia,1,2019-08-10,1,0,2,0,0,0,0,0,0,0,16,55,0,4,0.0,0.0,2.0,0.2,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,0,0,0
220,John McGinn,1,2019-08-10,7,1,3,0,0,0,0,0,0,0,90,55,0,23,49.6,13.4,24.0,8.7,1,0.3131903409957886,0.1379205286502838,1,0.3131903409957886,0.4511108696460724,0.0,0,0,1,0,0,0
221,Jack Grealish,1,2019-08-10,2,0,3,0,0,0,0,0,0,0,90,60,0,22,27.0,22.1,0.0,4.9,2,0.0,0.13871102035045624,0,0.0,0.4183157980442047,0.4091573357582092,0,0,1,0,0,0
222,Chris Mepham,1,2019-08-10,10,1,1,0,0,0,0,0,0,0,90,45,2,24,47.4,1.2,68.0,11.7,0,0.6975124478340149,0.0,1,0.6975124478340149,0.07839858531951904,0.0,1,0,0,0,0,0
223,Jürgen Locadia,1,2019-08-10,2,0,0,0,1,0,0,0,0,0,63,55,0,8,3.2,1.3,19.0,2.4,0,0.05808527395129204,0.0,0,0.05808527395129204,0.07916262000799179,0.02107734605669976,0,1,0,0,0,0
224,Callum Wilson,1,2019-08-10,5,0,1,1,0,0,0,0,0,0,89,80,0,10,2.4,2.3,35.0,4.0,0,0.7979027628898621,0.0,0,0.7979027628898621,0.0,0.0,0,1,0,0,0,0
225,Aaron Ramsdale,1,2019-08-10,2,0,1,0,0,0,2,0,0,0,90,45,0,11,9.8,0.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0
226,Bernardo Fernandes da Silva Junior,1,2019-08-10,1,0,0,0,0,0,0,0,0,0,1,45,0,3,0.0,0.4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
227,Francisco Femenía Far,1,2019-08-10,1,0,3,0,0,0,0,0,0,0,90,45,0,16,17.2,34.9,7.0,5.9,2,0.01399307232350111,0.2369413077831269,0,0.01399307232350111,0.12986339628696442,0.12986339628696442,1,0,0,0,0,0
228,Conor Hourihane,1,2019-08-10,2,0,1,0,0,0,0,0,0,0,81,60,0,12,16.4,10.8,0.0,2.7,1,0.0,0.021122973412275314,0,0.0,0.15904350578784945,0.1379205286502838,0,0,1,0,0,0
229,Anwar El Ghazi,1,2019-08-10,2,0,3,0,0,0,0,0,0,0,90,55,0,0,1.4,5.3,8.0,1.5,0,0.03028141893446445,0.0,0,0.03028141893446445,0.03028141893446445,0.0,0,0,1,0,0,0
230,N'Golo Kanté,1,2019-08-11,0,0,1,0,0,0,0,0,0,1,17,50,0,-1,7.2,0.9,0.0,0.8,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,0,0,0
231,Dale Stephens,1,2019-08-10,3,0,0,0,1,0,0,0,0,0,90,45,0,11,14.8,11.3,0.0,2.6,1,0.0,0.02107734605669976,0,0.0,0.415733814239502,0.3946564495563507,0,0,1,0,0,0
232,Davy Pröpper,1,2019-08-10,6,0,0,1,1,0,0,0,0,0,90,50,0,26,31.6,16.3,1.0,4.9,1,0.02107734605669976,0.36459624767303467,0,0.02107734605669976,0.7803300619125366,0.3946564495563507,0,0,1,0,0,0
233,Florin Andone,1,2019-08-10,6,1,0,0,0,0,0,0,0,0,26,50,1,27,41.0,0.5,17.0,5.9,0,0.36459624767303467,0.0,1,0.36459624767303467,0.36459624767303467,0.0,0,1,0,0,0,0
234,Adam Smith,1,2019-08-10,1,0,1,0,0,0,0,0,0,1,90,45,0,10,3.4,7.0,4.0,1.4,0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,0
